Unidade Gestora;Ano;Número;Tipo;Fornecedor;Valor Total
MUNICIPIO DE NAVEGANTES;2026;570;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;2310.37
MUNICIPIO DE NAVEGANTES;2026;569;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;3552.14
MUNICIPIO DE NAVEGANTES;2026;568;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;3639.74
MUNICIPIO DE NAVEGANTES;2026;567;Ordinária;PJ SERVICOS E COMERCIO LTDA;633.35
MUNICIPIO DE NAVEGANTES;2026;566;Ordinária;C DIAS LTDA;9623.88
MUNICIPIO DE NAVEGANTES;2026;565;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;628.56
MUNICIPIO DE NAVEGANTES;2026;564;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;528.94
MUNICIPIO DE NAVEGANTES;2026;563;Ordinária;RICARDO MENDES MAFRA;0.00
MUNICIPIO DE NAVEGANTES;2026;562;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;1506348.89
MUNICIPIO DE NAVEGANTES;2026;561;Ordinária;CENTRO DE CONVIVÊNCIA POMMERN HEIN;65000.00
MUNICIPIO DE NAVEGANTES;2026;560;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;51473.15
MUNICIPIO DE NAVEGANTES;2026;559;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;51473.15
MUNICIPIO DE NAVEGANTES;2026;558;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;64462.22
MUNICIPIO DE NAVEGANTES;2026;557;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;69001.39
MUNICIPIO DE NAVEGANTES;2026;554;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;5970.00
MUNICIPIO DE NAVEGANTES;2026;553;Ordinária;PJ SERVICOS E COMERCIO LTDA;10091.20
MUNICIPIO DE NAVEGANTES;2026;552;Ordinária;WM GARDEN SERVICOS DE JARDINAGEM LTDA;2457220.26
MUNICIPIO DE NAVEGANTES;2026;551;Ordinária;TATTICAS PUBLICIDADE E PROPAGANDA LTDA - EPP;279573.58
MUNICIPIO DE NAVEGANTES;2026;550;Ordinária;RADIONET LTDA;5070.00
MUNICIPIO DE NAVEGANTES;2026;549;Ordinária;PJ SERVICOS E COMERCIO LTDA;249.50
MUNICIPIO DE NAVEGANTES;2026;548;Ordinária;PJ SERVICOS E COMERCIO LTDA;199.60
MUNICIPIO DE NAVEGANTES;2026;547;Ordinária;ATC INDÚSTRIA E COMÉRCIO DE APARELHOS TECNICOS LTDA – EPP;18920.00
MUNICIPIO DE NAVEGANTES;2026;546;Ordinária;ARAUTEC COMÉRCIO E SERVIÇOS LTDA;138720.00
MUNICIPIO DE NAVEGANTES;2026;545;Ordinária;HYDROVALE COMÉRCIO DE BOMBAS & MOTORES LTDA;62616.80
MUNICIPIO DE NAVEGANTES;2026;544;Ordinária;COMERCIAL VANGUARDEIRA EIRELI;18016.81
MUNICIPIO DE NAVEGANTES;2026;543;Ordinária;NUCLEO DE RECUPERACAO E REABILITACAO DE VIDAS;31500.00
MUNICIPIO DE NAVEGANTES;2026;542;Ordinária;SPOSTI & ROSA LTDA;54000.00
MUNICIPIO DE NAVEGANTES;2026;541;Ordinária;OCTOGONAL SANEAMENTO LTDA;78906.00
MUNICIPIO DE NAVEGANTES;2026;540;Ordinária;SANEFLUI MATERIAIS HIDRAULICOS LTDA;20381.15
MUNICIPIO DE NAVEGANTES;2026;539;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;12600.00
MUNICIPIO DE NAVEGANTES;2026;538;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;1791.00
MUNICIPIO DE NAVEGANTES;2026;537;Ordinária;ORGANIZAÇÃO DA SOCIEDADE CIVIL ÁRVORE DA VIDA - CASA ALVA;82000.00
MUNICIPIO DE NAVEGANTES;2026;536;Ordinária;WM GARDEN SERVICOS DE JARDINAGEM LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;535;Ordinária;PJ SERVICOS E COMERCIO LTDA;35000.96
MUNICIPIO DE NAVEGANTES;2026;534;Ordinária;PJ SERVICOS E COMERCIO LTDA;1617.60
MUNICIPIO DE NAVEGANTES;2026;533;Ordinária;ACOLHER RESIDENCIA INCLUSIVA LTDA;42000.00
MUNICIPIO DE NAVEGANTES;2026;532;Ordinária;HARMONIA RESIDENCIA INCLUSIVA E ASSISTENCIA PSICOSSOCIAL LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;531;Ordinária;RICARDO MENDES MAFRA;47700.00
MUNICIPIO DE NAVEGANTES;2026;529;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;528;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;527;Ordinária;KOA TEXTIL CONFECCOES LTDA - EPP;4013030.30
MUNICIPIO DE NAVEGANTES;2026;526;Ordinária;CASA DE ASSISTÊNCIA DILONY LTDA - EPP;70000.00
MUNICIPIO DE NAVEGANTES;2026;525;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;6188.90
MUNICIPIO DE NAVEGANTES;2026;524;Ordinária;HARMONIA RESIDENCIA INCLUSIVA E ASSISTENCIA PSICOSSOCIAL LTDA;35000.00
MUNICIPIO DE NAVEGANTES;2026;523;Ordinária;SHEKINAH INSTITUICAO DE LONGA PERMANENCIA PARA IDOSOS LIMITADA;70000.00
MUNICIPIO DE NAVEGANTES;2026;522;Ordinária;J&G CASA DE REPOUSO LTDA;116000.00
MUNICIPIO DE NAVEGANTES;2026;521;Ordinária;THAYFE HOUSE LTDA;12352.74
MUNICIPIO DE NAVEGANTES;2026;520;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;150073.55
MUNICIPIO DE NAVEGANTES;2026;519;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;453468.95
MUNICIPIO DE NAVEGANTES;2026;518;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;0.00
MUNICIPIO DE NAVEGANTES;2026;517;Ordinária;KARINA OLIVIA FERREIRA REGIS;109675.70
MUNICIPIO DE NAVEGANTES;2026;516;Ordinária;PJ SERVICOS E COMERCIO LTDA;939.60
MUNICIPIO DE NAVEGANTES;2026;515;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;5080.00
MUNICIPIO DE NAVEGANTES;2026;514;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;157.15
MUNICIPIO DE NAVEGANTES;2026;513;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;353.83
MUNICIPIO DE NAVEGANTES;2026;512;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;609.00
MUNICIPIO DE NAVEGANTES;2026;511;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;1896.20
MUNICIPIO DE NAVEGANTES;2026;510;Ordinária;AR RP CERTIFICACAO DIGITAL LTDA;380.00
MUNICIPIO DE NAVEGANTES;2026;509;Ordinária;F3 CONSTRUTORA LTDA;6409.69
MUNICIPIO DE NAVEGANTES;2026;508;Ordinária;SPOSTI & ROSA LTDA;207600.00
MUNICIPIO DE NAVEGANTES;2026;507;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;285.00
MUNICIPIO DE NAVEGANTES;2026;506;Ordinária;ATACADAO DA AREIA LTDA;6660.00
MUNICIPIO DE NAVEGANTES;2026;505;Ordinária;FORMULA D' AGUA DISTRIBUIDORA LTDA;144.80
MUNICIPIO DE NAVEGANTES;2026;504;Ordinária;LCA INDUSTRIA E COMERCIO DE CORDAS E REDES ESPORTIVAS LTDA;2038.04
MUNICIPIO DE NAVEGANTES;2026;503;Ordinária;BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA;126949.88
MUNICIPIO DE NAVEGANTES;2026;502;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2980.00
MUNICIPIO DE NAVEGANTES;2026;501;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;4194.00
MUNICIPIO DE NAVEGANTES;2026;500;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;6291.00
MUNICIPIO DE NAVEGANTES;2026;499;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2980.00
MUNICIPIO DE NAVEGANTES;2026;498;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;37506.00
MUNICIPIO DE NAVEGANTES;2026;497;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;24628.94
MUNICIPIO DE NAVEGANTES;2026;495;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;5950.00
MUNICIPIO DE NAVEGANTES;2026;494;Ordinária;CORREA COMERCIO E REPRESENTACOES LTDA;12640.00
MUNICIPIO DE NAVEGANTES;2026;493;Ordinária;INSTALART MATERIAIS ELETRICOS LTDA;677.25
MUNICIPIO DE NAVEGANTES;2026;492;Ordinária;TRIUNFO ILUMINAÇÃO LTDA;7068.00
MUNICIPIO DE NAVEGANTES;2026;491;Ordinária;MORK TELECOM PRODUTOS E SERVICOS PARA TELECOMUNICACOES LTDA;4051.95
MUNICIPIO DE NAVEGANTES;2026;490;Ordinária;COMERCIAL MARTINS - MATERIAIS ELETRICOS LTDA;9059.70
MUNICIPIO DE NAVEGANTES;2026;489;Ordinária;PJ SERVICOS E COMERCIO LTDA;859.00
MUNICIPIO DE NAVEGANTES;2026;488;Ordinária;ARMAZENA BEM ARMAZENAGEM DE DOCUMENTOS LTDA;558.24
MUNICIPIO DE NAVEGANTES;2026;487;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;570.00
MUNICIPIO DE NAVEGANTES;2026;486;Ordinária;EURICO JOAO COELHO;1750.00
MUNICIPIO DE NAVEGANTES;2026;485;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;7000.00
MUNICIPIO DE NAVEGANTES;2026;484;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;3344.00
MUNICIPIO DE NAVEGANTES;2026;483;Ordinária;QUANTUM ENGENHARIA LTDA;289482.44
MUNICIPIO DE NAVEGANTES;2026;482;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;2489.00
MUNICIPIO DE NAVEGANTES;2026;481;Ordinária;QUANTUM ENGENHARIA LTDA;235168.93
MUNICIPIO DE NAVEGANTES;2026;480;Estimativa;BRANET GESTAO DE LOGISTICA EM SAUDE LTDA - ME;28750.00
MUNICIPIO DE NAVEGANTES;2026;479;Global;BRANET GESTAO DE LOGISTICA EM SAUDE LTDA - ME;540400.00
MUNICIPIO DE NAVEGANTES;2026;478;Estimativa;MA MIDIAS LTDA;20000.00
MUNICIPIO DE NAVEGANTES;2026;477;Ordinária;KANAFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA;66240.00
MUNICIPIO DE NAVEGANTES;2026;476;Ordinária;CORR PLASTIK INDUSTRIAL LIMITADA;310920.00
MUNICIPIO DE NAVEGANTES;2026;475;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;13708.43
MUNICIPIO DE NAVEGANTES;2026;473;Ordinária;JR CONSTRUCOES E TERRAPLENAGEM LTDA EPP;252587.58
MUNICIPIO DE NAVEGANTES;2026;472;Ordinária;GARAGEM MODERNA LTDA;6440.00
MUNICIPIO DE NAVEGANTES;2026;470;Ordinária;APROVA DIGITAL S/A;25843.34
MUNICIPIO DE NAVEGANTES;2026;469;Ordinária;BETHA SISTEMAS LTDA;5495.00
MUNICIPIO DE NAVEGANTES;2026;468;Ordinária;BETHA SISTEMAS LTDA;5495.00
MUNICIPIO DE NAVEGANTES;2026;467;Ordinária;ATACADAO DA AREIA LTDA;33300.00
MUNICIPIO DE NAVEGANTES;2026;466;Ordinária;ATACADAO DA AREIA LTDA;24420.00
MUNICIPIO DE NAVEGANTES;2026;465;Ordinária;ATACADAO DA AREIA LTDA;6660.00
MUNICIPIO DE NAVEGANTES;2026;464;Ordinária;ATACADAO DA AREIA LTDA;23680.00
MUNICIPIO DE NAVEGANTES;2026;463;Ordinária;EDSON ANTONIO DOS SANTOS;3607.21
MUNICIPIO DE NAVEGANTES;2026;461;Ordinária;ATACADAO DA AREIA LTDA;8288.00
MUNICIPIO DE NAVEGANTES;2026;460;Ordinária;ALEXANDRE PEDRO DIAS;10552.97
MUNICIPIO DE NAVEGANTES;2026;459;Ordinária;SA CONCRETOS LTDA;142600.00
MUNICIPIO DE NAVEGANTES;2026;458;Ordinária;M & S COMERCIO DE FERRAGENS LTDA;63250.00
MUNICIPIO DE NAVEGANTES;2026;457;Ordinária;PREMOCON ARTEFATOS DE CONCRETO LTDA EPP;1929.92
MUNICIPIO DE NAVEGANTES;2026;456;Ordinária;PENHA ARTEFATOS DE CIMENTO LTDA;15500.00
MUNICIPIO DE NAVEGANTES;2026;455;Ordinária;SA CONCRETOS LTDA;55200.00
MUNICIPIO DE NAVEGANTES;2026;454;Ordinária;CPL DESENVOLVIMENTO DE SOFTWARE LTDA;20383.74
MUNICIPIO DE NAVEGANTES;2026;453;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;1008.00
MUNICIPIO DE NAVEGANTES;2026;452;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;1440.00
MUNICIPIO DE NAVEGANTES;2026;451;Ordinária;VELED ILUMINAÇÃO LTDA;611280.00
MUNICIPIO DE NAVEGANTES;2026;450;Ordinária;LCA INDUSTRIA E COMERCIO DE CORDAS E REDES ESPORTIVAS LTDA;158.18
MUNICIPIO DE NAVEGANTES;2026;449;Ordinária;LCA INDUSTRIA E COMERCIO DE CORDAS E REDES ESPORTIVAS LTDA;329.40
MUNICIPIO DE NAVEGANTES;2026;448;Global;LUFRA ENGENHARIA E REFRIGERACAO LTDA;43631.25
MUNICIPIO DE NAVEGANTES;2026;447;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;3900.00
MUNICIPIO DE NAVEGANTES;2026;446;Ordinária;JEAN BERLANDA SOLUCOES IMOBILIARIAS LTDA;660.02
MUNICIPIO DE NAVEGANTES;2026;445;Ordinária;F3 CONSTRUTORA LTDA;851135.26
MUNICIPIO DE NAVEGANTES;2026;444;Ordinária;F3 CONSTRUTORA LTDA;851135.26
MUNICIPIO DE NAVEGANTES;2026;443;Ordinária;CONSTRUTORA CARDEAL ENGENHARIA LTDA;4100.00
MUNICIPIO DE NAVEGANTES;2026;442;Ordinária;MULTITECH ASSISTENCIA REFRIGERACAO LTDA;1501.20
MUNICIPIO DE NAVEGANTES;2026;441;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;2097.00
MUNICIPIO DE NAVEGANTES;2026;440;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;21628.46
MUNICIPIO DE NAVEGANTES;2026;439;Ordinária;ERVINO DESCHAMPS;4200.04
MUNICIPIO DE NAVEGANTES;2026;438;Ordinária;LIND GUIMAR MACHADO-ME;44999.90
MUNICIPIO DE NAVEGANTES;2026;437;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;16002.56
MUNICIPIO DE NAVEGANTES;2026;436;Ordinária;QUANTUM ENGENHARIA LTDA;268294.86
MUNICIPIO DE NAVEGANTES;2026;435;Ordinária;FILIPE DARLAN DE SOUZA OLIVEIRA;3720.00
MUNICIPIO DE NAVEGANTES;2026;434;Ordinária;ARMAZENA BEM ARMAZENAGEM DE DOCUMENTOS LTDA;1030.40
MUNICIPIO DE NAVEGANTES;2026;427;Ordinária;PJ SERVICOS E COMERCIO LTDA;4234.30
MUNICIPIO DE NAVEGANTES;2026;426;Ordinária;ARLINDO DELAUDINO MARTINS DIAS;564000.00
MUNICIPIO DE NAVEGANTES;2026;425;Ordinária;PSM COMERCIO E SERVIÇOS EIRELI;38339.00
MUNICIPIO DE NAVEGANTES;2026;424;Ordinária;PSM COMERCIO E SERVIÇOS EIRELI;0.00
MUNICIPIO DE NAVEGANTES;2026;423;Ordinária;PJ SERVICOS E COMERCIO LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;422;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;421;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;104995.00
MUNICIPIO DE NAVEGANTES;2026;420;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;60100.00
MUNICIPIO DE NAVEGANTES;2026;419;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;2786.00
MUNICIPIO DE NAVEGANTES;2026;418;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;78064.80
MUNICIPIO DE NAVEGANTES;2026;417;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;27903.60
MUNICIPIO DE NAVEGANTES;2026;416;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;21868.60
MUNICIPIO DE NAVEGANTES;2026;414;Ordinária;LCF CONSTRUTORA LTDA;200317.53
MUNICIPIO DE NAVEGANTES;2026;413;Ordinária;PJ SERVICOS E COMERCIO LTDA;3232.20
MUNICIPIO DE NAVEGANTES;2026;412;Ordinária;TATTICAS PUBLICIDADE E PROPAGANDA LTDA - EPP;69504.00
MUNICIPIO DE NAVEGANTES;2026;411;Ordinária;PJ SERVICOS E COMERCIO LTDA;2024.90
MUNICIPIO DE NAVEGANTES;2026;409;Ordinária;PJ SERVICOS E COMERCIO LTDA;618.50
MUNICIPIO DE NAVEGANTES;2026;408;Ordinária;PJ SERVICOS E COMERCIO LTDA;3928.00
MUNICIPIO DE NAVEGANTES;2026;407;Ordinária;PJ SERVICOS E COMERCIO LTDA;406.30
MUNICIPIO DE NAVEGANTES;2026;405;Ordinária;FORMULA D' AGUA DISTRIBUIDORA LTDA;43.00
MUNICIPIO DE NAVEGANTES;2026;402;Ordinária;FORMULA D' AGUA DISTRIBUIDORA LTDA;100.00
MUNICIPIO DE NAVEGANTES;2026;401;Ordinária;BOND MOVEIS LTDA;4370.00
MUNICIPIO DE NAVEGANTES;2026;400;Ordinária;FORMULA D' AGUA DISTRIBUIDORA LTDA;20.00
MUNICIPIO DE NAVEGANTES;2026;399;Ordinária;EMPREITEIRA PACHAO LTDA;7502.50
MUNICIPIO DE NAVEGANTES;2026;398;Ordinária;BMB COMERCIO E SERVICOS LTDA;17710.00
MUNICIPIO DE NAVEGANTES;2026;397;Ordinária;QUANTUM ENGENHARIA LTDA;666559.20
MUNICIPIO DE NAVEGANTES;2026;396;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;674.01
MUNICIPIO DE NAVEGANTES;2026;395;Ordinária;BRASIL BUSINESS SCHOOL INOVACAO DE MIDIA, CREDITO E CONSULTORIA LTDA;53089.36
MUNICIPIO DE NAVEGANTES;2026;394;Ordinária;BRASIL BUSINESS SCHOOL INOVACAO DE MIDIA, CREDITO E CONSULTORIA LTDA;53072.64
MUNICIPIO DE NAVEGANTES;2026;392;Ordinária;C.R ARTEFATOS DE CIMENTO LTDA;6200499.67
MUNICIPIO DE NAVEGANTES;2026;391;Ordinária;MARQUETT CONSTRUTORA LTDA EPP;91220.00
MUNICIPIO DE NAVEGANTES;2026;390;Ordinária;PROSUL PROJETOS SUPERVISAO E PLANEJAMENTO LDTA;2841997.00
MUNICIPIO DE NAVEGANTES;2026;388;Ordinária;N A J EMPREITEIRA LTDA;488582.49
MUNICIPIO DE NAVEGANTES;2026;387;Ordinária;MERCOLUX COMERCIAL ELÉTRICA LTDA;346239.64
MUNICIPIO DE NAVEGANTES;2026;386;Ordinária;SILVEIRA OBRAS DE INFRAESTRUTURA LTDA;592000.00
MUNICIPIO DE NAVEGANTES;2026;385;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;2733520.40
MUNICIPIO DE NAVEGANTES;2026;383;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;6000.00
MUNICIPIO DE NAVEGANTES;2026;381;Ordinária;M GIROLDO DECORA LTDA;8171.73
MUNICIPIO DE NAVEGANTES;2026;380;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;8850.25
MUNICIPIO DE NAVEGANTES;2026;379;Ordinária;SP METALTEC INDUSTRIA E SERRALHERIA LTDA;9820.82
MUNICIPIO DE NAVEGANTES;2026;378;Ordinária;C DIAS LTDA;3393.31
MUNICIPIO DE NAVEGANTES;2026;377;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;36261.50
MUNICIPIO DE NAVEGANTES;2026;376;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;20786.00
MUNICIPIO DE NAVEGANTES;2026;375;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;9742.44
MUNICIPIO DE NAVEGANTES;2026;374;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;7755.42
MUNICIPIO DE NAVEGANTES;2026;373;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;27242.20
MUNICIPIO DE NAVEGANTES;2026;371;Ordinária;MAURICIO DE LIMA PAVIMENTACAO LTDA;7041.40
MUNICIPIO DE NAVEGANTES;2026;370;Ordinária;BMB COMERCIO E SERVICOS LTDA;25200.00
MUNICIPIO DE NAVEGANTES;2026;369;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;1533949.47
MUNICIPIO DE NAVEGANTES;2026;368;Ordinária;BALTT EMPREITEIRA TRANSPORTES E TERRAPLANAGEM LTDA;828648.26
MUNICIPIO DE NAVEGANTES;2026;367;Ordinária;LCF CONSTRUTORA LTDA;1024000.00
MUNICIPIO DE NAVEGANTES;2026;365;Ordinária;CONSTRUTORA SCHROEDER E SCHMIDT LTDA;449174.13
MUNICIPIO DE NAVEGANTES;2026;364;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;50029.20
MUNICIPIO DE NAVEGANTES;2026;363;Ordinária;ARTEFATOS DE CIMENTO SANTA TEREZINHA LTDA;5600.00
MUNICIPIO DE NAVEGANTES;2026;362;Ordinária;F3 CONSTRUTORA LTDA;53490.00
MUNICIPIO DE NAVEGANTES;2026;361;Ordinária;GUAPORE CONTAINERS LTDA;19658.40
MUNICIPIO DE NAVEGANTES;2026;360;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;617638.80
MUNICIPIO DE NAVEGANTES;2026;359;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;358;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;357;Ordinária;DX DISTRIBUIDORA LTDA;10166.10
MUNICIPIO DE NAVEGANTES;2026;356;Ordinária;AROMAS ALIMENTACAO PROFISSIONAL LTDA;3977594.50
MUNICIPIO DE NAVEGANTES;2026;355;Ordinária;AROMAS ALIMENTACAO PROFISSIONAL LTDA;7705098.00
MUNICIPIO DE NAVEGANTES;2026;354;Ordinária;AROMAS ALIMENTACAO PROFISSIONAL LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;353;Ordinária;AROMAS ALIMENTACAO PROFISSIONAL LTDA;5119500.00
MUNICIPIO DE NAVEGANTES;2026;352;Ordinária;AROMAS ALIMENTACAO PROFISSIONAL LTDA;5980085.21
MUNICIPIO DE NAVEGANTES;2026;351;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;3000.00
MUNICIPIO DE NAVEGANTES;2026;350;Ordinária;AMA NAVEGANTES - ASSOCIACAO DE PAIS E AMIGOS DOS AUTISTAS;102469.50
MUNICIPIO DE NAVEGANTES;2026;349;Ordinária;SELBETTI GESTÃO DE DOCUMENTOS SA;321564.88
MUNICIPIO DE NAVEGANTES;2026;348;Ordinária;SELBETTI GESTÃO DE DOCUMENTOS SA;477482.20
MUNICIPIO DE NAVEGANTES;2026;345;Ordinária;VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S.A.;221295.00
MUNICIPIO DE NAVEGANTES;2026;344;Ordinária;F3 CONSTRUTORA LTDA;84468.80
MUNICIPIO DE NAVEGANTES;2026;343;Ordinária;BETHA SISTEMAS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;342;Ordinária;BETHA SISTEMAS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;341;Ordinária;BETHA SISTEMAS LTDA;57642.16
MUNICIPIO DE NAVEGANTES;2026;340;Ordinária;BETHA SISTEMAS LTDA;28821.08
MUNICIPIO DE NAVEGANTES;2026;339;Ordinária;BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA;765341.53
MUNICIPIO DE NAVEGANTES;2026;338;Ordinária;BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA;1756775.66
MUNICIPIO DE NAVEGANTES;2026;337;Ordinária;JOSE OLIMPIO MIANES;9884.34
MUNICIPIO DE NAVEGANTES;2026;336;Ordinária;INFORSEG-COMERCIO E SERVICOS DE INFORMATICA LTDA;90.00
MUNICIPIO DE NAVEGANTES;2026;335;Ordinária;INFORSEG-COMERCIO E SERVICOS DE INFORMATICA LTDA;72.00
MUNICIPIO DE NAVEGANTES;2026;334;Ordinária;INFORSEG-COMERCIO E SERVICOS DE INFORMATICA LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;333;Ordinária;VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S.A.;45000.00
MUNICIPIO DE NAVEGANTES;2026;332;Ordinária;VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S.A.;45000.00
MUNICIPIO DE NAVEGANTES;2026;331;Ordinária;RICARDO MENDES MAFRA;7000.00
MUNICIPIO DE NAVEGANTES;2026;330;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;91046.90
MUNICIPIO DE NAVEGANTES;2026;328;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;5750.92
MUNICIPIO DE NAVEGANTES;2026;326;Ordinária;INFORSEG-COMERCIO E SERVICOS DE INFORMATICA LTDA;0.00
MUNICIPIO DE NAVEGANTES;2026;325;Ordinária;JULIANA FERREIRA DA SILVA LIBERATO;540.00
MUNICIPIO DE NAVEGANTES;2026;324;Ordinária;JULIANA FERREIRA DA SILVA LIBERATO;54.00
MUNICIPIO DE NAVEGANTES;2026;323;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;2375.00
MUNICIPIO DE NAVEGANTES;2026;322;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;4560.00
MUNICIPIO DE NAVEGANTES;2026;321;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;1638.00
MUNICIPIO DE NAVEGANTES;2026;320;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;3672.00
MUNICIPIO DE NAVEGANTES;2026;319;Ordinária;SELBETTI GESTÃO DE DOCUMENTOS SA;346502.93
MUNICIPIO DE NAVEGANTES;2026;318;Ordinária;ORGANIZAÇÃO DA SOCIEDADE CIVIL ÁRVORE DA VIDA - CASA ALVA;21760.00
MUNICIPIO DE NAVEGANTES;2026;317;Ordinária;LUIZ SOARES DA SILVA;34505.64
MUNICIPIO DE NAVEGANTES;2026;316;Ordinária;SP METALTEC INDUSTRIA E SERRALHERIA LTDA;11568.68
MUNICIPIO DE NAVEGANTES;2026;315;Ordinária;DX DISTRIBUIDORA LTDA;2600.40
MUNICIPIO DE NAVEGANTES;2026;314;Ordinária;DX DISTRIBUIDORA LTDA;9474.00
