Unidade Gestora;Ano;Número;Tipo;Fornecedor;Valor Total
MUNICIPIO DE NAVEGANTES;2025;2360;Ordinária;EDITORA NOTICIAS DO DIA LTDA;35000.00
MUNICIPIO DE NAVEGANTES;2025;2359;Ordinária;H. & G. COLETA E TRANSPORTE DE RESIDUOS LTDA;9500.00
MUNICIPIO DE NAVEGANTES;2025;2358;Ordinária;H. & G. COLETA E TRANSPORTE DE RESIDUOS LTDA;9500.00
MUNICIPIO DE NAVEGANTES;2025;2357;Ordinária;H. & G. COLETA E TRANSPORTE DE RESIDUOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2356;Ordinária;H. & G. COLETA E TRANSPORTE DE RESIDUOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2355;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;15440.97
MUNICIPIO DE NAVEGANTES;2025;2353;Estimativa;H. & G. COLETA E TRANSPORTE DE RESIDUOS LTDA;475.00
MUNICIPIO DE NAVEGANTES;2025;2352;Ordinária;GENTE SEGURADORA SA;23546.82
MUNICIPIO DE NAVEGANTES;2025;2351;Ordinária;GARAGEM MODERNA LTDA;3220.00
MUNICIPIO DE NAVEGANTES;2025;2350;Ordinária;PJ SERVICOS E COMERCIO LTDA;9350.00
MUNICIPIO DE NAVEGANTES;2025;2349;Ordinária;CORREA COMERCIO E REPRESENTACOES LTDA;8880.00
MUNICIPIO DE NAVEGANTES;2025;2348;Ordinária;IMPERIAL COMERCIO REFORMA E REPRESENTACOES LTDA;5998.00
MUNICIPIO DE NAVEGANTES;2025;2347;Ordinária;TENDAS ITAJAÍ LTDA.;500000.00
MUNICIPIO DE NAVEGANTES;2025;2346;Ordinária;CONSORCIO HABITANK NAVEGANTES;2000000.00
MUNICIPIO DE NAVEGANTES;2025;2345;Ordinária;TENDAS ITAJAÍ LTDA.;811871.32
MUNICIPIO DE NAVEGANTES;2025;2344;Ordinária;LCF CONSTRUTORA LTDA;200000.00
MUNICIPIO DE NAVEGANTES;2025;2343;Ordinária;TENDAS ITAJAÍ LTDA.;719237.86
MUNICIPIO DE NAVEGANTES;2025;2342;Ordinária;CONSTRUTORA SCHROEDER E SCHMIDT LTDA;3836000.00
MUNICIPIO DE NAVEGANTES;2025;2341;Ordinária;CONSTRUTORA RIO NEGRO EIRELI;196007.86
MUNICIPIO DE NAVEGANTES;2025;2340;Ordinária;CONSTRUTORA RIO NEGRO EIRELI;14397.40
MUNICIPIO DE NAVEGANTES;2025;2339;Ordinária;TENDAS ITAJAÍ LTDA.;1886339.00
MUNICIPIO DE NAVEGANTES;2025;2338;Ordinária;ÁGAPE DISTRIBUIDORA LTDA;19035.00
MUNICIPIO DE NAVEGANTES;2025;2337;Ordinária;LUZ & FORMA COMERCIO DE DECORAÇÕES LTDA ME;1613661.00
MUNICIPIO DE NAVEGANTES;2025;2336;Ordinária;J MARTINS ENGENHARIA ELETRICA LTDA;4800.00
MUNICIPIO DE NAVEGANTES;2025;2333;Ordinária;ORION GERENCIAMENTO DE OBRAS LTDA;798000.00
MUNICIPIO DE NAVEGANTES;2025;2332;Ordinária;ORION GERENCIAMENTO DE OBRAS LTDA;8851000.00
MUNICIPIO DE NAVEGANTES;2025;2331;Estimativa;EMPREITEIRA PACHAO LTDA;16393.00
MUNICIPIO DE NAVEGANTES;2025;2330;Estimativa;EMPREITEIRA PACHAO LTDA;235807.00
MUNICIPIO DE NAVEGANTES;2025;2329;Estimativa;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;2000.00
MUNICIPIO DE NAVEGANTES;2025;2328;Ordinária;TRIPUI SERVICOS E COMERCIO LTDA;10992.00
MUNICIPIO DE NAVEGANTES;2025;2327;Estimativa;ATACADAO DA AREIA LTDA;118400.00
MUNICIPIO DE NAVEGANTES;2025;2326;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;1726.82
MUNICIPIO DE NAVEGANTES;2025;2325;Global;AUTENTIKA ENGENHARIA E CONSTRUTORA LTDA;2385000.00
MUNICIPIO DE NAVEGANTES;2025;2324;Ordinária;BINHOTTI TERRAPLANAGEM LTDA ME;9360.00
MUNICIPIO DE NAVEGANTES;2025;2322;Ordinária;FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;11345.00
MUNICIPIO DE NAVEGANTES;2025;2319;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;30881.94
MUNICIPIO DE NAVEGANTES;2025;2317;Ordinária;LICITAPHARMA DISTRIBUIDORA DE PRODUTOS VETERINARIOS, HOSPITALARES E MEDICAMENTOS LTDA;11261.63
MUNICIPIO DE NAVEGANTES;2025;2316;Ordinária;CASA DO BOI PRODUTOS AGROPECUARIOS LTDA;11675.09
MUNICIPIO DE NAVEGANTES;2025;2315;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;3800.00
MUNICIPIO DE NAVEGANTES;2025;2314;Ordinária;EDITORA NOTICIAS DO DIA LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2313;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;50000.00
MUNICIPIO DE NAVEGANTES;2025;2312;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2311;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;41125.29
MUNICIPIO DE NAVEGANTES;2025;2310;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;18855.42
MUNICIPIO DE NAVEGANTES;2025;2309;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;12726.24
MUNICIPIO DE NAVEGANTES;2025;2307;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;797569.29
MUNICIPIO DE NAVEGANTES;2025;2305;Ordinária;MARCOS PIANGERS ENTRETENIMENTO LTDA;90000.00
MUNICIPIO DE NAVEGANTES;2025;2303;Ordinária;PJ SERVICOS E COMERCIO LTDA;239.60
MUNICIPIO DE NAVEGANTES;2025;2300;Estimativa;META MUNDI SOLUCOES PARA VIAGENS LTDA;27902.00
MUNICIPIO DE NAVEGANTES;2025;2299;Ordinária;RECICLE CATARINENSE DE RESIDUOS LTDA;747177.38
MUNICIPIO DE NAVEGANTES;2025;2298;Ordinária;IEM - INSTITUTO DE ESTUDOS MUNICIPAIS LTDA;730.00
MUNICIPIO DE NAVEGANTES;2025;2297;Ordinária;NM80 ASSESSORIA LTDA;107050.80
MUNICIPIO DE NAVEGANTES;2025;2295;Ordinária;SAAY'S SOLUCOES AMBIENTAIS LTDA;739055.44
MUNICIPIO DE NAVEGANTES;2025;2294;Ordinária;F3 CONSTRUTORA LTDA;323828.77
MUNICIPIO DE NAVEGANTES;2025;2293;Ordinária;ROSA MARIA DOS SANTOS;5323.08
MUNICIPIO DE NAVEGANTES;2025;2292;Ordinária;F3 CONSTRUTORA LTDA;323828.77
MUNICIPIO DE NAVEGANTES;2025;2291;Ordinária;FEPESE - FUNDACAO DE ESTUDOS E PESQUISAS SOCIO ECONOMICAS;35450.00
MUNICIPIO DE NAVEGANTES;2025;2290;Ordinária;TRANSCAP MANEJO DE ANIMAIS LTDA;31983.33
MUNICIPIO DE NAVEGANTES;2025;2289;Ordinária;GARAGEM MODERNA LTDA;5099.00
MUNICIPIO DE NAVEGANTES;2025;2288;Ordinária;MIRANTE IMOVEIS LTDA;13000.00
MUNICIPIO DE NAVEGANTES;2025;2287;Ordinária;QUANTUM ENGENHARIA LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2286;Ordinária;FINO PRATO REFEIÇÕES LTDA;3400000.00
MUNICIPIO DE NAVEGANTES;2025;2285;Ordinária;FINO PRATO REFEIÇÕES LTDA;2400000.00
MUNICIPIO DE NAVEGANTES;2025;2284;Ordinária;FINO PRATO REFEIÇÕES LTDA;1000000.00
MUNICIPIO DE NAVEGANTES;2025;2283;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;740302.37
MUNICIPIO DE NAVEGANTES;2025;2282;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;746573.73
MUNICIPIO DE NAVEGANTES;2025;2280;Ordinária;INSIGHT GESTAO E CONSULTORIA LTDA;15960.00
MUNICIPIO DE NAVEGANTES;2025;2278;Ordinária;ATRITTO INDUSTRIA DE EQUIPAMENTOS LTDA;10280.00
MUNICIPIO DE NAVEGANTES;2025;2277;Ordinária;LUIZ SOARES DA SILVA;11501.88
MUNICIPIO DE NAVEGANTES;2025;2276;Ordinária;TATTICAS PUBLICIDADE E PROPAGANDA LTDA - EPP;140683.20
MUNICIPIO DE NAVEGANTES;2025;2275;Ordinária;NILA ENGENHARIA, PROJETOS AMBIENTAIS E REPRESENTAÇÕES LTDA;55350.00
MUNICIPIO DE NAVEGANTES;2025;2274;Ordinária;TENDAS ITAJAÍ LTDA.;16029.60
MUNICIPIO DE NAVEGANTES;2025;2273;Ordinária;JR CONSTRUCOES E TERRAPLENAGEM LTDA EPP;1599999.98
MUNICIPIO DE NAVEGANTES;2025;2272;Ordinária;ORZIL CONSULTORIA E TREINAMENTO LTDA;13388.00
MUNICIPIO DE NAVEGANTES;2025;2271;Ordinária;A LOCADEIRA LOCAÇÕES LTDA - EPP;8880.00
MUNICIPIO DE NAVEGANTES;2025;2270;Ordinária;BETHA SISTEMAS LTDA;93760.58
MUNICIPIO DE NAVEGANTES;2025;2269;Ordinária;PF SERVICOS TERCEIRIZADOS LTDA;400.00
MUNICIPIO DE NAVEGANTES;2025;2268;Ordinária;HAMMER SERVICOS DE SEGURANCA PRIVADA LTDA;899.70
MUNICIPIO DE NAVEGANTES;2025;2267;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2266;Ordinária;JEAN BERLANDA SOLUCOES IMOBILIARIAS LTDA;660.00
MUNICIPIO DE NAVEGANTES;2025;2265;Ordinária;IPM SISTEMAS LTDA;148959.00
MUNICIPIO DE NAVEGANTES;2025;2264;Ordinária;HAMMER SERVICOS DE SEGURANCA PRIVADA LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2263;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;500.08
MUNICIPIO DE NAVEGANTES;2025;2262;Ordinária;PF SERVICOS TERCEIRIZADOS LTDA;3600.00
MUNICIPIO DE NAVEGANTES;2025;2261;Ordinária;PJ SERVICOS E COMERCIO LTDA;4608.40
MUNICIPIO DE NAVEGANTES;2025;2260;Ordinária;IMPERIAL COMERCIO REFORMA E REPRESENTACOES LTDA;2712.00
MUNICIPIO DE NAVEGANTES;2025;2259;Ordinária;RLUX ILUMINACAO LTDA;416.50
MUNICIPIO DE NAVEGANTES;2025;2258;Ordinária;ROSA MARIA DOS SANTOS;3600.50
MUNICIPIO DE NAVEGANTES;2025;2257;Ordinária;AIRTON TEIXEIRA E ESPOSA;819.04
MUNICIPIO DE NAVEGANTES;2025;2256;Ordinária;KMJ TRANSPORTES LTDA EPP;35700.00
MUNICIPIO DE NAVEGANTES;2025;2255;Ordinária;KMJ TRANSPORTES LTDA EPP;18600.00
MUNICIPIO DE NAVEGANTES;2025;2254;Ordinária;PLANTAFLOR COMERCIO DE PLANTAS LTDA;2889.86
MUNICIPIO DE NAVEGANTES;2025;2253;Ordinária;EMERSON SALVAGNI LTDA;310.00
MUNICIPIO DE NAVEGANTES;2025;2252;Ordinária;DA PRAIA CONSULTING LTDA;9840.00
MUNICIPIO DE NAVEGANTES;2025;2250;Ordinária;ROSA MARIA DOS SANTOS;22747.92
MUNICIPIO DE NAVEGANTES;2025;2249;Ordinária;MERCADO DAS FLORES LTDA;15200.00
MUNICIPIO DE NAVEGANTES;2025;2248;Ordinária;M GIROLDO DECORA LTDA;749.97
MUNICIPIO DE NAVEGANTES;2025;2247;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;689.62
MUNICIPIO DE NAVEGANTES;2025;2246;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;2000.00
MUNICIPIO DE NAVEGANTES;2025;2245;Ordinária;NILA ENGENHARIA, PROJETOS AMBIENTAIS E REPRESENTAÇÕES LTDA;6150.00
MUNICIPIO DE NAVEGANTES;2025;2244;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;559.70
MUNICIPIO DE NAVEGANTES;2025;2243;Ordinária;TATTICAS PUBLICIDADE E PROPAGANDA LTDA - EPP;341118.93
MUNICIPIO DE NAVEGANTES;2025;2242;Ordinária;HARPRO SOLUCOES INTEGRADAS PARA SANEAMENTO LTDA;133449.20
MUNICIPIO DE NAVEGANTES;2025;2241;Ordinária;SP METALTEC INDUSTRIA E SERRALHERIA LTDA;8919.28
MUNICIPIO DE NAVEGANTES;2025;2240;Ordinária;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS(SERPRO);1724.58
MUNICIPIO DE NAVEGANTES;2025;2239;Ordinária;SP METALTEC INDUSTRIA E SERRALHERIA LTDA;200000.00
MUNICIPIO DE NAVEGANTES;2025;2238;Ordinária;DALMO SAVIO DOS SANTOS;10400.00
MUNICIPIO DE NAVEGANTES;2025;2237;Ordinária;DMG PRESTADORA DE SERVICOS LTDA;5840.74
MUNICIPIO DE NAVEGANTES;2025;2236;Ordinária;ATHO ENGENHARIA E EVENTOS LTDA;500000.00
MUNICIPIO DE NAVEGANTES;2025;2235;Ordinária;LIG-CONTATO DIARIO FORENSE LTDA;1050.00
MUNICIPIO DE NAVEGANTES;2025;2233;Ordinária;M & F TRANSPORTES E TURISMO LTDA;3240.00
MUNICIPIO DE NAVEGANTES;2025;2232;Ordinária;RAFAEL SEDREZ SILVA;0.00
MUNICIPIO DE NAVEGANTES;2025;2231;Ordinária;ACS CUT PRINT CORTES E IMPRESSOES DIGITAIS LTDA;485.40
MUNICIPIO DE NAVEGANTES;2025;2230;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;1500.00
MUNICIPIO DE NAVEGANTES;2025;2229;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;3000.00
MUNICIPIO DE NAVEGANTES;2025;2228;Ordinária;GARAGEM MODERNA LTDA;15297.00
MUNICIPIO DE NAVEGANTES;2025;2227;Ordinária;AB ASSESSORIA E SERVICOS LTDA;12600.00
MUNICIPIO DE NAVEGANTES;2025;2225;Ordinária;QUANTUM ENGENHARIA LTDA;388400.00
MUNICIPIO DE NAVEGANTES;2025;2224;Ordinária;GARAGEM MODERNA LTDA;9660.00
MUNICIPIO DE NAVEGANTES;2025;2223;Ordinária;GT80 PARTICIPAÇÕES LTDA;2200.00
MUNICIPIO DE NAVEGANTES;2025;2222;Ordinária;ARMAZENA BEM ARMAZENAGEM DE DOCUMENTOS LTDA;1000.00
MUNICIPIO DE NAVEGANTES;2025;2220;Ordinária;BORTOLATO MATERIAL PARA CONSTRUCAO LTDA;150000.00
MUNICIPIO DE NAVEGANTES;2025;2219;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2114.00
MUNICIPIO DE NAVEGANTES;2025;2218;Ordinária;MA MIDIAS LTDA;11000.00
MUNICIPIO DE NAVEGANTES;2025;2217;Ordinária;CONSORCIO DE INFORM. NA GESTAO PUBLICA MUN. (CIGA);3500.00
MUNICIPIO DE NAVEGANTES;2025;2216;Ordinária;INPRINT - COMERCIO VAREJISTA E LOCACAO DE EQUIPAMENTOS DE INFORMATICA LTDA;25418.87
MUNICIPIO DE NAVEGANTES;2025;2215;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2240.00
MUNICIPIO DE NAVEGANTES;2025;2214;Ordinária;CONSORCIO 3NEURON/CONGRES;36062.80
MUNICIPIO DE NAVEGANTES;2025;2213;Ordinária;BETHA SISTEMAS LTDA;205000.00
MUNICIPIO DE NAVEGANTES;2025;2212;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;220.40
MUNICIPIO DE NAVEGANTES;2025;2211;Ordinária;RACLI LIMPEZA URBANA LTDA;412506.84
MUNICIPIO DE NAVEGANTES;2025;2210;Ordinária;ESAC EMPRESA DE SANEAMENTO AMBIENTAL E CONCESSOES LTDA;1500000.00
MUNICIPIO DE NAVEGANTES;2025;2209;Ordinária;GALERIA 23 COMUNICACAO VISUAL E GRAFICA LTDA;465.00
MUNICIPIO DE NAVEGANTES;2025;2208;Ordinária;ART PRINT COMUNICACAO VISUAL LTDA;87.00
MUNICIPIO DE NAVEGANTES;2025;2207;Ordinária;MARQUETT CONSTRUTORA LTDA EPP;161356.00
MUNICIPIO DE NAVEGANTES;2025;2206;Ordinária;IMPERIAL COMERCIO REFORMA E REPRESENTACOES LTDA;2900.00
MUNICIPIO DE NAVEGANTES;2025;2205;Ordinária;FINO PRATO REFEIÇÕES LTDA;1753293.55
MUNICIPIO DE NAVEGANTES;2025;2204;Ordinária;CONSORCIO DE INFORM. NA GESTAO PUBLICA MUN. (CIGA);1932.64
MUNICIPIO DE NAVEGANTES;2025;2203;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2233.00
MUNICIPIO DE NAVEGANTES;2025;2201;Ordinária;MANOEL JOSE FERREIRA;8000.00
MUNICIPIO DE NAVEGANTES;2025;2200;Ordinária;CORR PLASTIK INDUSTRIAL LIMITADA;600.00
MUNICIPIO DE NAVEGANTES;2025;2199;Ordinária;FORMULA D' AGUA DISTRIBUIDORA LTDA;125.00
MUNICIPIO DE NAVEGANTES;2025;2198;Ordinária;CORREA COMERCIO E REPRESENTACOES LTDA;790.00
MUNICIPIO DE NAVEGANTES;2025;2197;Ordinária;PJ SERVICOS E COMERCIO LTDA;1091.20
MUNICIPIO DE NAVEGANTES;2025;2196;Ordinária;JK SERVIÇOS ADMINISTRATIVOS LTDA;2000.00
MUNICIPIO DE NAVEGANTES;2025;2195;Ordinária;PJ SERVICOS E COMERCIO LTDA;3565.57
MUNICIPIO DE NAVEGANTES;2025;2194;Ordinária;ATACADAO DA AREIA LTDA;3600.00
MUNICIPIO DE NAVEGANTES;2025;2193;Ordinária;TROPICAL MOVEIS E FERRAGENS LTDA;1554.00
MUNICIPIO DE NAVEGANTES;2025;2191;Ordinária;MASTERFER COMERCIO DE FERRAGENS LTDA;3419.40
MUNICIPIO DE NAVEGANTES;2025;2190;Ordinária;PJ SERVICOS E COMERCIO LTDA;8079.33
MUNICIPIO DE NAVEGANTES;2025;2189;Ordinária;IMPERIAL COMERCIO REFORMA E REPRESENTACOES LTDA;5300.50
MUNICIPIO DE NAVEGANTES;2025;2188;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;11594.70
MUNICIPIO DE NAVEGANTES;2025;2187;Ordinária;TATTICAS PUBLICIDADE E PROPAGANDA LTDA - EPP;13750.00
MUNICIPIO DE NAVEGANTES;2025;2186;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2858.26
MUNICIPIO DE NAVEGANTES;2025;2185;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;21975.04
MUNICIPIO DE NAVEGANTES;2025;2184;Ordinária;NP CAPACITAÇÃO E SOLUÇÕES TECNOLOGICAS LTDA;11580.00
MUNICIPIO DE NAVEGANTES;2025;2183;Ordinária;NP CAPACITAÇÃO E SOLUÇÕES TECNOLOGICAS LTDA;11580.00
MUNICIPIO DE NAVEGANTES;2025;2182;Ordinária;FILIPE DARLAN DE SOUZA OLIVEIRA;1980.00
MUNICIPIO DE NAVEGANTES;2025;2181;Ordinária;ROSAR ALIMENTOS LTDA;30032.00
MUNICIPIO DE NAVEGANTES;2025;2180;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;2710.84
MUNICIPIO DE NAVEGANTES;2025;2179;Ordinária;CONSTRUTORA MIRANDA LTDA;32466.94
MUNICIPIO DE NAVEGANTES;2025;2178;Ordinária;RAFAEL SEDREZ SILVA;4080.00
MUNICIPIO DE NAVEGANTES;2025;2177;Ordinária;META MUNDI SOLUCOES PARA VIAGENS LTDA;3885.00
MUNICIPIO DE NAVEGANTES;2025;2175;Ordinária;EDITORA NOTICIAS DO DIA LTDA;8750.00
MUNICIPIO DE NAVEGANTES;2025;2174;Ordinária;EDITORA NOTICIAS DO DIA LTDA;26250.00
MUNICIPIO DE NAVEGANTES;2025;2173;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;3250.52
MUNICIPIO DE NAVEGANTES;2025;2172;Ordinária;LUMOS CONSULTORIA E TECNOLOGIA LTDA;880.00
MUNICIPIO DE NAVEGANTES;2025;2171;Ordinária;FKS DISTRIBUICAO DE MATERIAIS INFRAESTRUTURA TI TELECOM LTDA;126.00
MUNICIPIO DE NAVEGANTES;2025;2170;Ordinária;LOPES & BREMEN EQUIPAMENTOS LTDA;285.00
MUNICIPIO DE NAVEGANTES;2025;2169;Ordinária;GARAGEM MODERNA LTDA;19320.00
MUNICIPIO DE NAVEGANTES;2025;2167;Ordinária;BETHA SISTEMAS LTDA;30426.20
MUNICIPIO DE NAVEGANTES;2025;2166;Ordinária;N A J EMPREITEIRA LTDA;331340.00
MUNICIPIO DE NAVEGANTES;2025;2165;Ordinária;EMPREITEIRA PACHAO LTDA;140878.00
MUNICIPIO DE NAVEGANTES;2025;2164;Ordinária;SIM COMERCIO E SERVICOS LTDA;582866.45
MUNICIPIO DE NAVEGANTES;2025;2163;Ordinária;RACLI LIMPEZA URBANA LTDA;1000000.00
MUNICIPIO DE NAVEGANTES;2025;2162;Ordinária;LABB LABORATÓRIOS DE ANALISES AMBIENTAIS LTDA;42388.83
MUNICIPIO DE NAVEGANTES;2025;2161;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;14000.00
MUNICIPIO DE NAVEGANTES;2025;2160;Ordinária;EVERALDO APARICIO DE CASTRO 78715768953;2000.32
MUNICIPIO DE NAVEGANTES;2025;2159;Ordinária;ORBENK ADMINISTRACAO E SERVICOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2158;Ordinária;RAFAEL SEDREZ SILVA;15014.56
MUNICIPIO DE NAVEGANTES;2025;2157;Ordinária;TENDAS ITAJAÍ LTDA.;6629.78
MUNICIPIO DE NAVEGANTES;2025;2156;Ordinária;PF SERVICOS TERCEIRIZADOS LTDA;80.00
MUNICIPIO DE NAVEGANTES;2025;2154;Ordinária;HAMMER SERVICOS DE SEGURANCA PRIVADA LTDA;179.94
MUNICIPIO DE NAVEGANTES;2025;2153;Ordinária;TATTICAS PUBLICIDADE E PROPAGANDA LTDA - EPP;1582.00
MUNICIPIO DE NAVEGANTES;2025;2152;Ordinária;LCA INDUSTRIA E COMERCIO DE CORDAS E REDES ESPORTIVAS LTDA;1617.30
MUNICIPIO DE NAVEGANTES;2025;2151;Ordinária;MARKE COORDENACAO E PLANEJAMENTO EM PRESTACAO DE SERVICOS LTDA;0.00
MUNICIPIO DE NAVEGANTES;2025;2150;Ordinária;AR RP CERTIFICACAO DIGITAL LTDA;879.89
MUNICIPIO DE NAVEGANTES;2025;2149;Ordinária;HAMMER SERVICOS DE SEGURANCA PRIVADA LTDA;1439.52
MUNICIPIO DE NAVEGANTES;2025;2148;Ordinária;EMPREITEIRA PACHAO LTDA;120000.00
MUNICIPIO DE NAVEGANTES;2025;2147;Ordinária;SANTA FE SISTEMAS DE FACHADAS CORPORATIVAS LTDA;2171.29
MUNICIPIO DE NAVEGANTES;2025;2146;Ordinária;BETHA SISTEMAS LTDA;6519.90
MUNICIPIO DE NAVEGANTES;2025;2145;Ordinária;BETHA SISTEMAS LTDA;6519.90
MUNICIPIO DE NAVEGANTES;2025;2144;Ordinária;BETHA SISTEMAS LTDA;6519.90
MUNICIPIO DE NAVEGANTES;2025;2143;Ordinária;BETHA SISTEMAS LTDA;6519.90
MUNICIPIO DE NAVEGANTES;2025;2142;Ordinária;BETHA SISTEMAS LTDA;15213.10
MUNICIPIO DE NAVEGANTES;2025;2141;Ordinária;CORR PLASTIK INDUSTRIAL LIMITADA;10000.00
MUNICIPIO DE NAVEGANTES;2025;2140;Ordinária;PLASFIT INDUSTRIA DE TUBOS E CONEXOES LTDA;690.30
MUNICIPIO DE NAVEGANTES;2025;2139;Ordinária;JV COMERCIO DE MATERIAIS ELETRICOS E DECORACOES LT;243.20
MUNICIPIO DE NAVEGANTES;2025;2138;Ordinária;PJ SERVICOS E COMERCIO LTDA;8485.50
MUNICIPIO DE NAVEGANTES;2025;2137;Ordinária;IMPERIAL COMERCIO REFORMA E REPRESENTACOES LTDA;3840.00
MUNICIPIO DE NAVEGANTES;2025;2136;Ordinária;SANTA FE SISTEMAS DE FACHADAS CORPORATIVAS LTDA;592.00
MUNICIPIO DE NAVEGANTES;2025;2135;Ordinária;NP CAPACITAÇÃO E SOLUÇÕES TECNOLOGICAS LTDA;11580.00
MUNICIPIO DE NAVEGANTES;2025;2134;Ordinária;LIDER TERRAPLANAGENS E ARTEFATOS DE CIMENTO LTDA;441551.20
MUNICIPIO DE NAVEGANTES;2025;2133;Ordinária;LIDER TERRAPLANAGENS E ARTEFATOS DE CIMENTO LTDA;405923.83
MUNICIPIO DE NAVEGANTES;2025;2131;Global;JR CONSTRUCOES E TERRAPLENAGEM LTDA EPP;1682600.00
MUNICIPIO DE NAVEGANTES;2025;2130;Ordinária;DIVINO CAFE LTDA;914.40
MUNICIPIO DE NAVEGANTES;2025;2129;Ordinária;LIND GUIMAR MACHADO-ME;42599.90
MUNICIPIO DE NAVEGANTES;2025;2128;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;903.20
MUNICIPIO DE NAVEGANTES;2025;2127;Ordinária;PJ SERVICOS E COMERCIO LTDA;4069.10
MUNICIPIO DE NAVEGANTES;2025;2126;Ordinária;JOSE AUGUSTO BERTAN DA SILVA;609.00
MUNICIPIO DE NAVEGANTES;2025;2125;Ordinária;QUANTUM ENGENHARIA LTDA;155540.69
MUNICIPIO DE NAVEGANTES;2025;2124;Ordinária;M GIROLDO DECORA LTDA;2356.20
MUNICIPIO DE NAVEGANTES;2025;2123;Ordinária;MARQUETT CONSTRUTORA LTDA EPP;18400.00
MUNICIPIO DE NAVEGANTES;2025;2122;Ordinária;MAXIFROTA SERVICOS DE MANUTENCAO DE FROTA LTDA;60000.00
MUNICIPIO DE NAVEGANTES;2025;2121;Ordinária;LIDER OBRAS DE INFRAESTRUTURA LTDA;150000.00
MUNICIPIO DE NAVEGANTES;2025;2119;Ordinária;CAMILA VENTURIN ZAPPELLINI PAIVA LTDA;100000.00
MUNICIPIO DE NAVEGANTES;2025;2117;Ordinária;ESGONAVE COLETA E TRANSPORTE DE RESIDUOS LTDA;100000.00
MUNICIPIO DE NAVEGANTES;2025;2116;Ordinária;TKF AMBIENTAL LTDA;114000.00
MUNICIPIO DE NAVEGANTES;2025;2115;Ordinária;BMB COMERCIO E SERVICOS LTDA;35456.00
MUNICIPIO DE NAVEGANTES;2025;2114;Ordinária;BMB COMERCIO E SERVICOS LTDA;63000.00
MUNICIPIO DE NAVEGANTES;2025;2113;Ordinária;AR RP CERTIFICACAO DIGITAL LTDA;138.90
MUNICIPIO DE NAVEGANTES;2025;2112;Ordinária;LUFRA ENGENHARIA E REFRIGERACAO LTDA;5391.42
MUNICIPIO DE NAVEGANTES;2025;2111;Ordinária;DIVINO CAFE LTDA;457.20
MUNICIPIO DE NAVEGANTES;2025;2108;Ordinária;ATLANTIS SANEAMENTO LTDA;527810.11
MUNICIPIO DE NAVEGANTES;2025;2107;Ordinária;BETHA SISTEMAS LTDA;84517.08
MUNICIPIO DE NAVEGANTES;2025;2106;Ordinária;FOCO DEDETIZACAO LTDA;71.55
MUNICIPIO DE NAVEGANTES;2025;2105;Global;TAMARA GESTAO DE RESIDUOS DA CONSTRUCAO CIVIL LTDA;192860.00
