contaCodigo,contaDescricao,valorArrecadado
4132101010206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,161035.96
4132101010299000000,Remuneração de Aplicações de Recursos não Vinculados,6392940.09
4132104010100000000,Remuneração dos Recursos do  RPPS - Renda Fixa,13187596.37
4132104010200000000,Remuneração dos Recursos do  RPPS - Renda Variavel,992153.06
4132104010300000000,Remuneração dos Recursos do  RPPS - Fundo Imobiliário,532316.81
4133999010000000000,Outras Delegações de Serviços Públicos - Principal,8130.03
4136101110000000000,Cessão do Direito de Operacionalização de Pagamentos - Poderes Executivo e Legislativo - Principal,314000.00
4161101010200000000,Serviços Agropecuários,64625.43
4161101010300000000,"Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de Água",38373327.22
4161101019900000000,Outros Serviços Administrativos e Comerciais Gerais,1702726.07
4161103010000000000,Serviços de Registro,1196646.85
4162102010000000000,Serviços de Transporte de Passageiros ou Mercadorias - Principal,1189549.74
4169999019900000000,Outros Serviços,7494.56
4171151110000000000,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,64197658.21
4171151210000000000,Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Principal,6627463.25
4171152010000000000,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,159949.00
4171155010000000000,Cota-Parte do Imposto Sobre Operações de Crédito,118434.45
4171252410000000000,Cota-Parte do Fundo Especial do Petróleo  FEP - Principal,1276583.26
4171350110600000000,Recurso Centro de Atendimento Psicossocial - CAPS,362679.00
4171350110900000000,FAEC - Redução das filas de cirurgias (ELETIVAS),272004.02
4171350111200000000,Atenção Básica - Incentivo Financeiro da ASP - Desempenho,332503.37
4171350111400000000,Atenção Básica - Incentivo Financeiro da APS - Capitacão Ponderada,1333300.56
4171350111600000000,Atenção Básica - Programa de Informatização da APS,44200.00
4171350111800000000,Transferências de Recursos SUS - Atenção Primária - Agentes Comunitárias de Saúde,2564192.00
4171350112000000000,Assistência Financeira da União Destinada à Complementação ao Pagamento dos Pisos Salariais para Profissionais da Enfermagem,1268586.14
4171350112100000000,Incentivo Financeiro para Atenção à Saúde Bucal,1494287.84
4171350112200000000,Transformação Digital no SUS,36921.85
4171350112300000000,Incentivo Financeiro da APS - Componente Per Capita de Base Populacional,514086.00
4171350112400000000,Incentivo Financeiro da APS - Equipes de Saúde da Família/ESF e Equipes de Atenção Primária/EAP,4304569.50
4171350112500000000,"Incentivo Financeiro da APS - Demais Programas, Serviços e Equipes da Atenção Primária a Saúde",30140.80
4171350112600000000,Incremento Temporário ao Custeio dos Serviços de Atenção Primária em Saúde,700000.00
4171350210200000000,Serviço de Atendimento Móvel de Urgência - SAMU - Federal,341936.40
4171350210300000000,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Federal,3569498.05
4171350210500000000,Leitos de Enfermaria Clinica de Retaguarda - MAC - Federal,310250.04
4171350210600000000,Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial,1650000.00
4171350310100000000,Incentivo Financeiro aos Municípios para a Vigilância Em Saúde - Despesas Diversas,439941.87
4171350310200000000,Incentivo Financeiro as Ações de Vigilância e Prevenção e Controle das DST/AIDS e Hepatites Virais,137501.40
4171350310500000000,Transferências de Recursos SUS - Vigilância em Saúde - Agentes de Endemias,365540.00
4171350410100000000,Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde,744792.32
4171350410300000000,Recursos Financ. a Transfereir as Secretarias de Saúde Mun. Est. e do DF para a QualiF. da Assist. Farmaceutica,6000.00
4171450010000000000,Transferências do Salário-Educação - Principal,10251204.54
4171452010000000000,Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal,2104955.27
4171453010000000000,Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal,44456.68
4171499010000000000,Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação - FNDE - Principal,730117.54
4171550010000000000,Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal,1247695.40
4171552010000000000,Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal,2641632.55
4171650010103000000,Índice de Gestão Descentralizada - IGDBF,71592.69
4171650010151000000,Piso Fixo de Média Complexidade - PAEFI,76761.23
4171650010152000000,Piso Fixo de Média Complexidade - MSE,42218.68
4171650010153000000,Piso Fixo de Média Complexidade - ABORDAGEM SOCIAL,47975.79
4171650010154000000,Piso de Transição de Média Complexidade,8752.23
4171650010155000000,Programa do Piso de Alta Complexidade I - Criança/ Adolescente,47975.79
4171650010156000000,Serviço de Convivência e Fortalecimento de Vínculos,76417.59
4171650010157000000,Piso Básico Fixo,98076.06
4171799010000000000,Outras Transferências de Convênios da União e de Suas Entidades - Principal,650000.00
4171960010000000000,Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022,607937.97
4171999010100000000,Outras Transferências da União - Principal,251850.60
4172150010000000000,Cota-Parte do ICMS - Principal,125248834.51
4172151010000000000,Cota-Parte do IPVA - Principal,15718740.51
4172152010000000000,Cota-Parte do IPI - Municípios - Principal,1526541.87
4172153010000000000,Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal,89872.46
4172350010500000000,Recurso Farmácia Básica - Estadual,366637.44
4172350010600000000,Recurso Centro de Especialidades Odontológicas - CEO - Estadual,50125.00
4172350010900000000,Recurso Dengue - Estadual,50000.00
4172350011000000000,Recurso Cirurgia Eletiva - Estadual,117306.28
4172350011100000000,Recurso ESF - Estratégia Saúde da Família e SB - Saúde Bucal - Estadual,1028200.00
4172350011200000000,Recurso Programa de Valorização dos Hospitais,1299976.91
4172451010000000000,Transferências de Convênios dos Estados Destinadas a Programas de Educação - Principal,325926.32
4172951010100000000,Transferências SUAS Estado - Beneficios Eventuais,177663.81
4172951010600000000,Transferências SUAS Estado - PROTEÇÃO SOCIAL BÁSICA,173631.51
4172951010900000000,Transferências SUAS Estado - INCETIVO GESTÃO MUNICIPAL,6914.88
4172999010100000000,Emendas Parlamentares Impositivas - Transferências Correntes do Estado,521680.12
4174101010000010000,Transferências de Instituições Privadas,1049159.75
4174199010000000000,Outras Transferências de Instituições Privadas - Principal,1045209.36
4175150010000000000,Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB - Princ,158551266.22
4191101011000000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,573363.91
4191101011100000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,573363.91
4191101011200000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,1883759.26
4191101019900000000,Outras Multas Previstas em Legislação Específica - Principal,3775.69
4191106110000000000,Multas Administrativas por Danos Ambientais - Principal,112091.77
4191108010000000000,Multas Decorrentes de Sentenças Judiciais - Principal,54799.26
4192206410000000000,Restituição de Despesas Financeiras de Exercícios Anteriores - Principal,480625.43
4192299010000000000,Outras Restituições - Principal,149460.22
4199903010000000000,Compensações Financeiras entre os Regimes de Previdência - União,5676172.27
4199912210000000000,Ônus de Sucumbência - Principal,1316644.50
4199999110000000000,Outras Receitas Administradas pela RFB - Principal,1163616.94
4199999120000000000,Outras Receitas Administradas pela RFB - Multas e Juros de Mora,111602.07
4199999130000000000,Outras Receitas Administradas pela RFB - Dívida Ativa,805356.61
4199999140000000000,Outras Receitas Administradas pela RFB - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa,917223.44
4211201010000000000,Operações de Crédito Contratuais - Mercado Interno - Principal,55520429.21
4221301010000000000,Alienação de Bens Móveis e Semoventes - Principal,250550.00
4241250910000000000,Outras transferências destinadas a Programas de Educação - Principal,312907.52
4241350010000000000,Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal,500000.00
4241499010000000000,Outras Transferências de Convênios da União e de Suas Entidades - Principal,1350000.00
4242251010000000000,Transferências de Convênios dos Estados destinadas a Programas de Educação - Principal,1250000.00
4242299010000000000,Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal,10000000.00
4242999010100000000,Emendas Parlamentares Impositivas - Transferências de Capital do Estado,1200000.00
4721502110000000000,Contribuição Patronal - Servidor Civil Ativo - Principal,33544644.37
4721550110000000000,Contribuição Patronal - Servidor Civil - Inativo - Principal,4897147.39
4721550210000000000,Contribuição Patronal - Servidor Civil - Pensionistas - Principal,878464.67
4761101010300000000,"Receitas Intra-Orçamentárias/Serviços de Captação,Adução,Tratamento...",726503.47
4799901010000000000,Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Principal,6780335.04
9111250010000000000,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,-26123.58
9111250010000000001,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - Renúncia,-31.88
9111250010000000002,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,-17566.47
9111250010000000003,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - Descontos Concedidos,-4098841.59
9111250020000000001,Multas e Juros de Mora - Imposto sobre a Propriedade Predial e Territorial Urbana - Renúncia,-650.78
9111250020000000003,Multas e Juros de Mora - Imposto sobre a Propriedade Predial e Territorial Urbana - Descontos Concedidos,-133.39
9111250030000000001,Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana - Renúncia,-103.01
9111250040000000001,Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana - Renúncia,-93.21
9111250040000000003,Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana - Descontos Concedidos,-712219.30
9111253010000000002,(D) Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal,-468142.30
9111253020000000001,Multas e Juros de Mora -  Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis - Renúncia,-1.85
9111253030000000001,Dívida Ativa - Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis - Renúncia,-0.19
9111253030000000002,Dívida Ativa - Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis,-255362.69
9111303410000000002,(D) Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,-11342.86
9111451110000000001,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - Renúncia,-18.49
9111451110000000002,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal,-102547.17
9111451110000000003,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - Descontos Concedidos,-24.48
9111451120000000001,Multas e Juros de Mora - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Renúncia,-46.70
9111451130000000001,Dívida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Renúncia,-2.08
9111451140000000001,Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Renúncia,-27.46
9111451140000000003,Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Descontos Concedidos,-118326.79
9112101010100000001,"Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços - Renúncia",-1.37
9112101010100000002,"Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços",-612.21
9112101010200000001,Taxa de Licença para Execução de Obras - Renúncia,-0.66
9112201010100000001,Taxas pela Prestação de Serviços - Expediente - Renúncia,-0.15
9112201010400000000,Taxa pela Prestação de Serviços de Resíduos Sólidos,-17279.27
9112201010400000001,Taxa pela Prestação de Serviços de Resíduos Sólidos - Renúncia,-46.73
9112201010400000002,Taxa pela Prestação de Serviços de Resíduos Sólidos,-3754.21
9112201019900000000,Outras Taxas pela Prestação de Serviços,-2521.71
9112201019900000001,Outras Taxas pela Prestação de Serviços - Renúncia,-6.74
9112201019900000003,Outras Taxas pela Prestação de Serviços - Descontos Concedidos,-341.05
9121501110000000002,(D) Contribuição do Servidor Civil Ativo - Principal,-872.32
9124150010000000001,Contribuição para o Custeio do Serviço de Iluminação Pública - Principal - Renúncia,-0.41
9131102010000000002,"(D) Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos",-22194.66
9131199010000000002,(D) Outras Receitas Imobiliárias - Principal,-816.28
9132101010134000002,(D) Remuneração de Aplicações de Recursos Convênios União Outros,-9330.55
9132101010162000002,(D) Remuneração de Aplicações de Recursos Convênios Estado Educação,-421.75
9132101010164000002,(D) Remuneração de Aplicações de Recursos Convênios Estado Outros,-259784.58
9132101010179000002,(D) Remuneração de Aplicações de Emendas Parlamentares Impositivas - Transferências do Estado,-24110.02
9132104010100000000,(D) Remuneração dos Recursos do  RPPS - Renda Fixa,-4948.90
9132104010200000000,(D) Remuneração dos Recursos do  RPPS - Renda Variavel,-64417.15
9161101010200000001,Serviços Agropecuários - Renúncia,-0.05
9161101010300000002,"(D) Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de Água",-5574.58
9161101019900000001,Outros Serviços Administrativos e Comerciais Gerais - Renúncia,-0.48
9161101019900000002,Outros Serviços Administrativos e Comerciais Gerais,-15518.60
9161101019900000003,Outros Serviços Administrativos e Comerciais Gerais - Descontos Concedidos,-165.30
9169999019900000003,Outros Serviços - Descontos Concedidos,-11.21
9171151110000000004,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - FUNDEB,-12839531.19
9171152010000000004,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - FUNDEB,-31989.66
9172150010000000004,Cota-Parte do ICMS - Principal - FUNDEB,-25049765.58
9172151010000000004,Cota-Parte do IPVA - Principal - FUNDEB,-3143747.06
9172152010000000004,Cota-Parte do IPI - Municípios - Principal - FUNDEB,-305308.28
9191101011000000002,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,-79.27
9191101011100000002,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,-79.27
9191101011200000002,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,-237.83
9199912210000000001,Ônus de Sucumbência - Principal - Renúncia,-8.68
9199912210000000003,Ônus de Sucumbência - Principal - Descontos Concedidos,-0.11
9199999110000000003,Outras Receitas Administradas pela RFB - Principal - Descontos Concedidos,-9221.45
9199999120000000001,Outras Receitas Administradas pela RFB - Multas e Juros de Mora - Renúncia,-76.98
9199999120000000003,Outras Receitas Administradas pela RFB - Multas e Juros de Mora - Descontos Concedidos,-13.93
9199999130000000001,Outras Receitas Administradas pela RFB - Dívida Ativa - Renúncia,-5.50
9199999140000000001,Outras Receitas Administradas pela RFB - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Renúncia,-21.05
9199999140000000003,Outras Receitas Administradas pela RFB - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Descontos Concedidos,-179325.83
