contaCodigo,contaDescricao,valorArrecadado
4111202000000000000,Imposto s/ Propriedade Predial e Territ. Urbana,12570562.86
4111204310000000000,IRRF s/ os Rendimentos do Trabalho,6386580.66
4111204340000000000,IRRF s/ Outros Rendimentos,69798.16
4111208000000000000,ITBI e de Direitos Reais sobre Imóveis,5314814.98
4111305010000000000,Imposto sobre Serviços de Qualquer Natureza,24280013.42
4112117000000000000,Taxa de Fiscalização de Vigilância Sanitária,342473.31
4112125000000000000,Tx de Funcionamento Estab Comer/Indús/P.Serviços,1240200.27
4112129000000000000,Taxa de Licença para Execução de Obras,240448.07
4112299000000000000,Outras Taxas pela Prestação de Serviços,712458.25
4113004000000000000,Contrib p/ Pavimentação e Obras Complementares,85785.17
4121029070000000000,Contrib de Servidor Ativo para o RPPS,8399685.21
4121029090000000000,Contribuições de Servidor Inativo para o RPPS,86532.50
4121029110000000000,Contribuições de Pensionista para o RPPS,14394.78
4123000000000000000,CONTRIB P/CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,5427407.23
4132501020000000000,Rec de Remun Depos Banc de Recurs Vinc - FUNDEB,133597.73
4132501030100000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - Atenção Bás,46025.82
4132501030200000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - Atenção de,17476.18
4132501030300000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - Vigilância,23089.31
4132501030400000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - Assistência,2295.00
4132501030500000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - Gestão do S,2686.80
4132501030600000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - SUS União,38650.78
4132501030700000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - SUS Estado,39674.71
4132501030800000000,Rec. de Remun. Dep. Banc. Rec. Vinc. - Recurso Pró,4403.39
4132501050100000000,Rec. Rem. de Dep. Banc. Rec. Vinc. - MDE  - Sal. Educação,165992.07
4132501050200000000,Rec. Rem. de Dep. Banc. Rec. Vinc. - MDE - PNATE,828.89
4132501050300000000,Rec. Rem. de Dep. Banc. Rec. Vinc. - MDE - Conv. Estado,11141.95
4132501050500000000,Rec. Rem. de Dep. Banc. Rec. Vinc. - MDE - Convênio União,30526.98
4132501050600000000,Rec. Rem. de Dep. Banc. Rec. Vinc. - MDE - PNAE,7674.13
4132501050700000000,Rec. Rem. de Dep. Banc. Rec. Vinc. - MDE - PDDE,120.85
4132501060000000000,Rec de Remun Depos Banc de Recurs Vinc - ASPS,11098.57
4132501100000000000,Rec de Remun Depos Banc de Recurs Vinc - FNAS,41796.01
4132501160000000000,Rec. de Remun Dep Banc Rec Vinculado - Convênio do,15445.60
4132501180000000000,Rec. de Rem. de Dep. Bancário - Rec. Vinculado - Diretamente Arrecadado,17678.33
4132501190000000000,Rec. de Remun Dep Banc Rec Vinculado - SUAS/ESTADO,1953.85
4132501200000000000,Rec. de Remun Dep Banc Rec Vinculado - SUS ESTADO,19840.36
4132501990100000000,Rec. de Remun. de Outros Dep. Banc. Rec. Vinculados - CIDE,9016.54
4132501990300000000,Rec. de Remun. de Outros Dep. Banc. Rec. Vinculados - Convênios Estado,18969.74
4132501990400000000,Rec. de Remun. de Outros Dep. Banc. Rec. Vinculados - Convênios União,12223.10
4132501990500000000,Rec. de Remun. de Outros Dep. Banc. Rec. Vinculados - Operações de Crédito,569.09
4132501990900000000,Rec. de Remun.de Outros Dep. Banc. Rec. Vinc. - Po,49.38
4132501991000000000,Rec. de Remun.de Outros Dep. Banc. Rec. Vinc. - Po,23260.52
4132501991100000000,Rec. de Remun.de Outros Dep. Banc. Rec. Vinc. - PM,11554.52
4132501991200000000,Rec. de Remun.de Outros Dep. Banc. Rec. Vinc. - TX,285887.40
4132502990100000000,Remun. de Outros Depósitos de Recursos não Vinculados - ORDINÁRIOS,1042760.63
4132502990200000000,Remun. de Outros Depósitos de Recursos não Vinculados - COSIP,51677.21
4132502990300000000,Remun. de Outros Depósitos de Recursos não Vinculados - SESAN,207249.33
4132502990400000000,Remun. de Outros Depósitos de Rec. não Vinc. - Ord,165.54
4132502990500000000,Rec. de Rem. de  Dep. Bancários - Recursos não Vinculados - Ordinários - Diretamente Arracadados,3870.33
4132810000000000000,Remuneração dos Investimentos do RPPS Renda Fixa,9972783.31
4132820000000000000,Remuneração dos Investimentos do RPPS Renda Variáv,3416771.42
4132830000000000000,Remuneração dos Investimentos do RPPS Fundos Imobi,193708.79
4133399000000000000,Outras Rec de Conc e Perm - Dir de Uso de Bens Púb,96253.00
4133901000000000000,Regularização de Construções Irregulares e Clandestinas - Lei Complementar nº 223/2014,20681.45
4160013010000000000,Serviços de Inscrição em Concursos Públicos,170165.33
4160013990000000000,Outros Serviços Administrativos,127241.87
4160014000000000000,Serviços de Inspeção e Fiscalização,1064349.24
4160017000000000000,Serviços Agropecuários,34495.87
4160019000000000000,Serviços Recreativos e Culturais,42574.65
4160041000000000000,Serv. de Captação/Adução/Trat/Res e Dist. de Água,18977375.97
4160046000000000000,Serviços de Cemitérios,2875.85
4160099000000000000,Outros Serviços,6706.78
4172101020000000000,Cota-Parte do Fundo de Participação dos Municípios,27661290.43
4172101030000000000,Cota-Parte Fundo Partic. Munic. - 1% Cota de Dezembro,1229706.42
4172101040000000000,Cota-Parte Fundo Partic. Munic. - 1% Cota de Julho,1268730.07
4172101050000000000,Cota-Parte do Imp. s/ a Propr. Territorial Rural,23538.14
4172101320000000000,"Cota-Parte Imp.s/Oper.Crédito, Câmbio e Seguro",42026.79
4172109990000000000,Demais Transferências da União,157187.52
4172122700000000000,Cota-Parte do Fundo Especial do Petróleo - FEP,321311.83
4172133010000000000,Recurso Piso de Atenção Básica -  PAB Fixo - Feder,2006803.66
4172133020000000000,Recurso Programa Saúde da Familia - PSF - Federal,816680.00
4172133030000000000,Recurso Programa Agente Comunitário de Saúde - PAC,801060.00
4172133050000000000,Recurso Saúde Bucal - PSF ODONTO - Federal,359030.00
4172133070000000000,Recurso Vigilância Epidemiológica - Federal,180424.66
4172133080000000000,Incentivo Programa Nacional de HIV/AIDS e DST - Fe,54833.31
4172133100000000000,Serviço de Atendimento Móvel de Urgência-SAMU-Fed,263028.00
4172133120000000000,Recurso da média e alta complexidade Vigilância Sa,71776.80
4172133160000000000,Recurso da Média e Alta Complexidade Ambulatorial,4036893.21
4172133170000000000,Recurso do Núcleo de Apoio à Saúde da Família - NA,240000.00
4172133180000000000,Recurso Farmácia Básica - Federal,350868.88
4172133190000000000,Gestão de Políticas de Saúde - Federal,13000.00
4172133270000000000,Recurso Programa Saúde na Escola - PSE - Federal,27676.00
4172133290000000000,Recurso Centro de Atendimento Psicossocial - CAPS,339660.00
4172133310000000000,Centro de Especialidades Odontolog - CEO - Federal,158400.00
4172133380000000000,Programa de Melhoria do Acesso e da Qualidade - PMAQ,905600.00
4172133390000000000,FAEC SAI - Mamografia para Rastreamento,31534.23
4172133410000000000,Rede Cegonha,21240.36
4172134010000000000,Piso Básico Fixo - CRAS,108000.00
4172134020000000000,Piso de Transição de Média Complexidade - APAE,5472.90
