contaCodigo,contaDescricao,valorArrecadado
4124000110000000000,Contribuição para o Custeio do Serviço de Iluminação Pública - Principal,8327712.62
4131002110000000000,"Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos - Principal",104369.24
4132100110107000000,Remuneração de Aplicações de Recursos CIDE,33336.48
4132100110108000000,Remuneração de Aplicações de Recursos COSIP,664100.87
4132100110109000000,Remuneração de Aplicações de Recursos FIA Imposto de Renda,202195.58
4132100110110000000,Remuneração de Aplicações de Recursos Convênio Polícia Militar,7602.70
4132100110111000000,Remuneração de Aplicações de Recursos Convênio Polícia Civil,16355.77
4132100110112000000,Remuneração de Aplicações de Recursos Convênio Trânsito Prefeitura,29520.60
4132100110118000000,Remuneração de Aplicações de Recursos FUNDEB,778707.22
4132100110131000000,Remuneração de Aplicações de Recursos de Convênios - União/Assistência Social,0.00
4132100110132000000,Remuneração de Aplicações de Recursos Convênios União Educação,4665.25
4132100110133000000,Aplicação Financeira de Recursos Vinculados União Saúde,3913.42
4132100110134000000,Remuneração de Aplicações de Recursos Convênios União Outros,61512.96
4132100110135000000,Remuneração de Aplicações de Recursos do SUAS/União,189418.47
4132100110136000000,Remuneração de Aplicações de Recursos SALARIO EDUCAÇÃO,738394.47
4132100110138010000,Aplicação Financeira Bloco Atenção Básica,750844.26
4132100110138020000,Aplicação Financeira Bloco Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,183040.26
4132100110138030000,Aplicação Financeira Bloco Vigilância em Saúde,5373.90
4132100110138050000,Aplicação Financeira Bloco Gestão do SUS,67.69
4132100110139000000,Remuneração de Aplicações de Recursos Fundo Especial do Petróleo e Transferências Decorrentes de Compensação Financeira pela Exploração de Recursos Na,254515.50
4132100110142000000,Remuneração de Aplicações de Recursos Outras Transferências da União,0.61
4132100110143000000,Remuneração de Aplicações de Recursos PNAE,60142.47
4132100110144000000,Remuneração de Aplicações de Recursos PNATE,4744.58
4132100110162000000,Remuneração de Aplicações de Recursos Convênios Estado Educação,181496.62
4132100110163000000,Aplicação Financeira de Recursos Vinculados Estado Saúde,20267.99
4132100110164000000,Remuneração de Aplicações de Recursos Convênios Estado Outros,483198.24
4132100110165000000,Remuneração de Aplicações de Recursos do SUAS/Estado,51257.28
4132100110167000000,Aplicação Financeira de Recursos Vinculados SUS Estado,74290.66
4132100110179000000,Remuneração de Aplicações de Emendas Parlamentares Impositivas - Transferências do Estado,131052.00
4132100110183000000,Remuneração de Aplicações de Recursos Operações de Crédito,441042.55
4132100110189000000,Remuneração de Aplicações de Alienação de Bens Móveis e Semoventes,22264.22
4132100110204000000,Remuneração de Aplicações de Recursos SESAN,814502.99
4132100110206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,146560.74
4132100110299000000,Remuneração de Aplicações de Recursos não Vinculados,10716766.63
4132100410100000000,Remuneração dos Recursos do  RPPS - Renda Fixa,13685044.17
4132100410200000000,Remuneração dos Recursos do  RPPS - Renda Variavel,23310781.03
4132100410300000000,Remuneração dos Recursos do  RPPS - Fundo Imobiliário,181070.02
4132100410400000000,Remuneração de Recursos do RPPS - Aplicação no Exterior,5400.88
4132100410500000000,Remuneração dos Recursos do  RPPS - Renda Variavel - Aportes Deficit,127150.31
4132100410600000000,Remuneração dos Recursos do RPPS - Fundos de Investimentos Estruturados,299846.69
4161001110200000000,Serviços Agropecuários,121110.37
4161001110300000000,"Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de Água",27995736.17
4161002110000000000,Inscrição em Concursos e Processos Seletivos - Principal,5289.41
4161003110000000000,"Serviços de Registro, Certificação e Fiscalização - Principal",2290239.93
4171801210000000000,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,54797823.85
4171801310000000000,Cota-Parte do Fundo de Participação dos Municípios 1% Cota  no mês de dezembro - Principal,2404409.25
4171801410000000000,Cota-Parte do Fundo de Participação dos Municípios 1% Cota no mês de julho - Principal,2254437.96
4171801510000000000,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,100706.44
4171801810000000000,"Cota-Parte do Imposto Sobre Operações de Crédito, Câmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários  Comercialização do Ouro - Principal",43721.59
4171802610000000000,Cota-Parte do Fundo Especial do Petróleo  FEP - Principal,1326529.41
4171803110300000000,Atenção Básica - Agentes Comunitários de Saúde,1583720.00
4171803110600000000,Recurso Centro de Atendimento Psicossocial - CAPS,339705.00
4171803111200000000,Atenção Básica - Incentivo Financeiro da ASP - Desempenho,404852.76
4171803111400000000,Atenção Básica - Incentivo Financeiro da APS - Capitacão Ponderada,3153154.83
4171803111500000000,Atenção Básica - Incentivo para Ações Estratégicas,556513.48
4171803111600000000,Atenção Básica - Programa de Informatização da APS,187000.00
4171803111700000000,Implementaçao de Politicas de Promoçao da Equidade em Saude - SAPS,16800.00
4171803111800000000,Implementação de Políticas para a Rede Cegonha,3839.22
4171803210200000000,Serviço de Atendimento Móvel de Urgência - SAMU - Federal,219190.00
4171803210300000000,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Federal,4368140.00
4171803210500000000,Leitos de Enfermaria Clinica de Retaguarda - MAC - Federal,310250.04
4171803310100000000,Incentivo Financeiro aos Municípios para a Vigilância Em Saúde - Despesas Diversas,225004.74
4171803310200000000,Incentivo Financeiro as Ações de Vigilância e Prevenção e Controle das DST/AIDS e Hepatites Virais,92074.48
4171803310300000000,Incentivo Financeiro aos Municípios para Execução de Ações de Vigilância Sanitária,51440.40
4171803310400000000,Assistência Financeira Complementar aos Municípios para Agentes de Combate as Endemias,140080.00
4171803410100000000,Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde,524540.48
4171803510300000000,Implementação da Segurança Alimentar e Nutricional na Saúde,13000.00
4171803910100000000,Transferência de Recursos do SUS - CORONAVIRUS (COVID-19),596236.45
4171803910200000000,Transferências de Recursos SUS - Emendas Parlamentares Individuais,2864722.00
4171803910300000000,Transferências de Recursos SUS - Emendas Parlamentares de Bancada,650000.00
4171805110000000000,Transferências do Salário-Educação - Principal,10184968.31
4171805310000000000,Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal,1970082.00
4171805410000000000,Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal,19061.81
4171806110000000000,Transferência Financeira do ICMS Desoneração  L.C. Nº 87/96 - Principal,294693.76
4171812110101000000,Piso de Proteção Social Básica,135246.00
4171812110102000000,Piso de Proteção Especial de Média Complexidade,105226.58
4171812110107000000,Índice de Gestão Descentralizada - IGDSUAS,6000.00
4171812110111000000,Piso de Alta Complexidade I - Criança/Adolescente,20847.08
4171812110116000000,Piso de Transição de Média Complexidade,4184.56
4171812110118000000,SIGTV - ESTRUTURACAO DA REDE DE SERVICOS DO SUAS,350000.00
4171812110161000000,Fmas- IGD PAB - Programa Auxilio Brasil,38683.57
4171812110162000000,AÇÕES SOCIOASSISTENCIAIS AO CONTINGENTE DE IMIGRANTES VENEZUELANOS,168000.00
4171861000000000000,"Auxílio Financeiro  Outorga Crédito Tributário ICMS  Art.5º, Inciso V, EC nº 123/2022",31478.84
4171899110100000000,Outras transferências da União - AFM - Recomposição do FPM,794216.10
4171899110200000000,Transferências da União e de suas Entidades - Lei Rouanet,190000.00
4171899120000000000,Outras Transferências da União - Livre,1627316.50
4172801110000000000,Cota-Parte do ICMS - Principal,94679330.35
4172801210000000000,Cota-Parte do IPVA - Principal,11518819.20
4172801310000000000,Cota-Parte do IPI - Municípios - Principal,923072.58
4172801410000000000,Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal,63425.42
4172801910100000000,Emendas Parlamentares Impositivas - Transferências Correntes do Estado,300000.00
4172803110100000000,Recursos Piso de Atenção Básica - PAB - Estadual,118685.52
4172803110500000000,Recurso Farmácia Básica - Estadual,285638.72
4172803110600000000,Recurso Centro de Especialidades Odontológicas - CEO - Estadual,51385.72
4172803110800000000,Recurso NASF - Estadual,605248.26
4172803110900000000,Recurso Dengue - Estadual,35000.01
4172803111000000000,Recursos Doenças Infecciosas Respiratórias - Estadual,69999.99
4172803111100000000,Recurso Poliomielite e Multivacinação - Estadual,31000.00
4172803111200000000,Recurso Cirurgia Eletiva - Estadual,56879.52
4172803111300000000,Emendas Parlamentares Impositivas - Transferências de Custeio do Estado,493513.92
4172807110100000000,Transferências SUAS Estado - Beneficios Eventuais,38071.06
4172807110300000000,Transferências SUAS Estado - CRAS Custeio,126903.54
4172807110500000000,Transferencias SUAS Estado - BENEFICIO EVENTUAL VULNERABILIDADE MOMENTANEA ESTADO - CUSTEIO,88832.48
4172810210000000000,Transferências de Convênio dos Estados Destinadas a Programas de Educação - Principal,423328.27
4174810110000010000,Transferências de Instituições Privadas,1419789.51
4175801110000000000,Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB - Princ,115353385.16
4191001110000000000,Multas Previstas em Legislação Específica - Principal,7458.56
4191001111000000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,500060.35
4191001111100000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,500060.40
4191001111200000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,1591690.90
4191006110000000000,Multas Administrativas por Danos Ambientais - Principal,3937.16
4192206110000000000,Restituição de Despesas de Exercícios Anteriores - Principal,34846.34
4192299110000000000,Outras Restituições - Principal,142793.05
4199003110000000000,Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores - Principal,1731754.78
4199012210000000000,Ônus de Sucumbência - Principal,1235551.46
4199099110000000000,Outras Receitas - Primárias - Principal,231014.60
4199099120000000000,Multas e Juros - Outras Receitas - Primárias,67457.37
4199099130000000000,Dívida Ativa - Outras Receitas - Primárias,900812.00
4199099140000000000,Dívida Ativa - Multas e Juros - Outras Receitas - Primárias,322415.15
4211200110000000000,Operações de Crédito Contratuais - Mercado Interno - Principal,13598035.93
4221300110000000000,Alienação de Bens Móveis e Semoventes - Principal,540565.60
4241803910200000000,Transferências de Recursos SUS União Emendas Federais,395579.00
4241810110000000000,Transferências de Convênio da União para o Sistema Único de Saúde  SUS - Principal,0.00
4241810910000000000,Outras Transferências de Convênios da União - Principal,238856.00
4242805110000000000,Transferências de Recursos Destinados a Programas de Educação - Principal,3950000.00
4242810910000000000,Outras Transferências de Convênio dos Estados - Principal,8531131.23
4242899110100000000,Emendas Parlamentares Impositivas - Transferências de Capital do Estado,1032179.88
4721803110000000000,CPSSS Patronal - Servidor Civil Ativo,23200080.48
4761001110300000000,"Receitas Intra-Orçamentárias/Serviços de Captação,Adução,Tratamento...",410857.35
4791001111000000000,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Militar,135.75
4791001111100000000,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Civil,135.75
4791001111200000000,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Prefeitura,407.24
4799001110000000000,Aportes Periódicos para Amortização de Déficit Atuarial do RPPS - Receitas Intra Orçamentárias,4923393.36
9111801110000000002,(D) Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,-9921.41
9111801410000000002,(D) Imposto sobre Transmissão Inter Vivo de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal,-214224.67
9111801420000000002,(D) Multas e Juros - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis,-3000.00
9111802310000000002,(D) Imposto sobre Serviços de Qualquer Natureza - Principal,-24530.05
9111802320000000002,(D) Multas e Juros - Imposto sobre Serviços de Qualquer Natureza,-1920.03
9112101110100000002,"(D) Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços",-1097.16
9112801110100000002,(D) Taxa de Fiscalização de Vigilância Sanitária,-165.23
9112801110100000006,(D) Taxa de Fiscalização de Vigilância Sanitária,-330.46
9132100110132000002,(D) Remuneração de Aplicações de Recursos Convênios União Educação,-746.97
9132100110134000002,(D) Remuneração de Aplicações de Recursos Convênios União Outros,-5107.63
9132100110142000002,(D) Remuneração de Aplicações de Recursos Outras Transferências da União,-0.61
9132100110299000000,(D) Remuneração de Aplicações de Recursos não Vinculados,-200811.92
9132100410100000000,(D) Remuneração dos Recursos do  RPPS - Renda Fixa,-1654210.26
9132100410200000000,(D) Remuneração dos Recursos do  RPPS - Renda Variavel,-14946159.62
9132100410300000000,(D) Remuneração dos Recursos do  RPPS - Fundo Imobiliário,-41971.12
9132100410400000000,(D) Remuneração de Recursos do RPPS - Aplicação no Exterior,-2425.32
9132100410500000000,(D) Remuneração dos Recursos do  RPPS - Renda Variavel - Aportes Deficit,-21308.41
9132100410600000000,(D) Remuneração dos Recursos do RPPS - Fundos de Investimentos Estruturados,-211487.97
9161003110000000000,"(D) Serviços de Registro, Certificação e Fiscalização - Principal",-82.62
9161003110000000002,"(D) Serviços de Registro, Certificação e Fiscalização - Principal",-60463.11
9171801210000000004,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - FUNDEB,-10959564.50
9171801510000000004,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - FUNDEB,-20141.14
9171806110000000004,Transferência Financeira do ICMS Desoneração  L.C. Nº 87/96 - Principal - FUNDEB,-58938.76
9171861000000000004,"Auxílio Financeiro  Outorga Crédito Tributário ICMS  Art.5º, Inciso V, EC nº 123/2022 - FUNDEB",-6295.76
9172801110000000004,Cota-Parte do ICMS - Principal - FUNDEB,-18935864.93
9172801210000000004,Cota-Parte do IPVA - Principal - FUNDEB,-2303762.82
9172801310000000004,Cota-Parte do IPI - Municípios - Principal - FUNDEB,-184614.50
9191001111000000002,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,-31.24
9191001111000000007,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,-185.91
9191001111100000002,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,-31.24
9191001111100000007,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,-185.91
9191001111200000002,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,-93.71
9191001111200000007,(D) Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,-557.73
