contaCodigo,contaDescricao,valorArrecadado
4132100410100000000,Remuneração dos Recursos do  RPPS - Renda Fixa,4126315.52
4132100410200000000,Remuneração dos Recursos do  RPPS - Renda Variavel,12603794.18
4132100410300000000,Remuneração dos Recursos do  RPPS - Fundo Imobiliário,244054.12
4132100410400000000,Remuneração de Recursos do RPPS- Aplicação no Exterior,7145572.01
4132100410500000000,Remuneração dos Recursos do  RPPS - Renda Variavel - Aportes Deficit,88.72
4161001110200000000,Serviços Agropecuários,71992.49
4161001110300000000,"Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de Água",22826086.72
4161003110000000000,"Serviços de Registro, Certificação e Fiscalização - Principal",1746056.71
4171801210000000000,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,44166045.71
4171801310000000000,Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de dezembro - Principal,1935851.71
4171801410000000000,Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal,1710029.86
4171801510000000000,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,56935.62
4171801810000000000,"Cota-Parte do Imposto Sobre Operações de Crédito, Câmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários  Comercialização do Ouro - Principal",160196.56
4171802610000000000,Cota-Parte do Fundo Especial do Petróleo  FEP - Principal,853752.78
4171803110300000000,Recurso Programa Agente Comunitário de Saúde - PACS - Federal,1053600.00
4171803110600000000,Recurso Centro de Atendimento Psicossocial - CAPS,339660.00
4171803111200000000,Incentivo Financeiro da ASP - Desempenho,548225.37
4171803111300000000,Incentivo Financeiro da APS - PER CAPITA DE TRANSIÇÃO,40398.02
4171803111400000000,Incentivo Financeiro da APS - Capitacão Ponderada,3172202.81
4171803111500000000,Incentivo para Ações Estratégicas,553724.74
4171803111600000000,Programa de informatização da APS,168300.00
4171803111700000000,Implementação de Politicas para a Rede Cegonha,2659.56
4171803111800000000,Implementação de Políticas de Atenção a Saúde do Adolescente e Jovem,4680.73
4171803210200000000,Serviço de Atendimento Móvel de Urgência - SAMU - Federal,263028.00
4171803210300000000,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Federal,3570110.79
4171803210400000000,Leitos de Enfermaria Clinica de Retaguarda - MAC - Federal,310250.04
4171803310100000000,Recurso Vigilância Epidemiológica - Federal,1187926.46
4171803310200000000,Incentivo Programa Nacional de HIV/AIDS e DST - Federal,93999.96
4171803310300000000,Recurso da Média e Alta Complexidade Vigilância Sanitária,50175.60
4171803310400000000,Incentivo de Qualificação das Ações de Dengue,100000.00
4171803410100000000,Recurso Farmácia Básica - Federal,480702.48
4171803510300000000,Implementação da Segurança Alimentar e Nutricional na Saúde,13000.00
4171803910100000000,Transferência de Recursos do SUS - CORONAVIRUS,1217598.12
4171803910200000000,Transferências de Recursos SUS - Emendas Parlamentares Individuais,750000.00
4171803910300000000,Transferências de Recursos SUS - Emendas Parlamentares de Bancada,1154000.00
4171805110000000000,Transferências do Salário-Educação - Principal,8549526.62
4171805310000000000,Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal,2175344.91
4171805410000000000,Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal,50391.08
4171806110000000000,Transferência Financeira do ICMS Desoneração  L.C. Nº 87/96 - Principal,689116.56
4171812110101000000,Piso de Proteção Social Básica,107839.16
4171812110102000000,Piso de Proteção Especial de Média Cpmplexidade,87673.64
4171812110103000000,Índice de Gestão Descebtralizada - IGD BOLSA FAMÍLIA,53615.77
4171812110107000000,Índice de Gestão Descentralizada - IGDSUAS,5190.00
4171812110111000000,Piso de Alta Complexidade I - Criança/Adolescente,25193.58
4171812110116000000,Piso de Transição de Média Complexidade,4596.06
4172801110000000000,Cota-Parte do ICMS - Principal,69536000.89
4172801210000000000,Cota-Parte do IPVA - Principal,8510729.59
4172801310000000000,Cota-Parte do IPI - Municípios - Principal,972209.26
4172801410000000000,Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal,40105.60
4172801910100000000,Emendas Parlamentares Impositivas - Transferências Correntes do Estado,200000.00
4172803110100000000,Recursos Piso de Atenção Básica - PAB - Estadual,162156.96
4172803110200000000,Recurso Estratégia Saúde da Família - Estadual,48466.60
4172803110500000000,Recurso Farmácia Básica - Estadual,430601.28
4172803110600000000,Recurso Centro de Especialidades Odontológicas - CEO - Estadual,60814.32
4172803110800000000,Recurso NASF - Estadual,586641.46
4172807110200000000,Transferências SUAS Estado - Custeio do Abrigo Municipal,42000.00
4172807110500000000,Transferencias SUAS Estado - BENEFICIO EVENTUAL VULNERABILIDADE MOMENTANEA ESTADO - CUSTEIO,66571.42
4172810210000000000,Transferências de Convênio dos Estados Destinadas a Programas de Educação - Principal,405154.98
4174000110000000000,Transferências de Instituições Privadas - Principal,1013689.46
4175801110000000000,Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB - Principal,94206625.72
4191001111000000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,224437.27
4191001111100000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,224431.28
4191001111200000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,920923.48
4191006110000000000,Multas Administrativas por Danos Ambientais - Principal,54523.42
4192206110000000000,Restituição de Despesas de Exercícios Anteriores - Principal,9765.45
4192299110000000000,Outras Restituições - Principal,56106.66
4199003110000000000,Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores - Principal,1496526.52
4199012210000000000,Ônus de Sucumbência - Principal,375630.68
4199099110000000000,Outras Receitas - Primárias - Principal,414422.65
4199099120000000000,Outras Receitas - Primárias - Multas e Juros,46726.06
4199099130000000000,Outras Receitas - Primárias - Dívida Ativa,345195.55
4199099140000000000,Outras Receitas - Primárias - Dívida Ativa - Multas e Juros,220866.81
4211200110000000000,Operações de Crédito Contratuais - Mercado Interno - Principal,9890413.93
4241803910200000000,Transferências de Recursos SUS União Emendas Federais,749148.00
4241810910000000000,Outras Transferências de Convênios da União - Principal,343619.05
4241812110000000000,Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal,319428.00
4242899110100000000,Emendas Parlamentares Impositivas - Transferências de Capital do Estado,1100000.00
4242899111202000000,Transferências SUAS Estado - CREAS Investimento,35000.00
4242899111203000000,Transferências SUAS Estado - CRAS Investimento,35000.00
4721801110000000000,Contribuição Patronal CPSSS do Servidor Civil Ativo - Principal,20472299.82
4721801210000000000,Contribuição Patronal CPSSS do Servidor Civil Inativo - Principal,1333670.49
4721801310000000000,Contribuição Patronal CPSSS do Servidor Civil Pensionista - Principal,314338.85
4761001110300000000,"Receitas Intra-Orçamentárias/Serviços de Captação,Adução,Tratamento...",293251.60
4791001111000000000,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Militar,39.70
4791001111100000000,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Civil,39.70
4791001111200000000,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Prefeitura,119.09
4799001110000000000,Aportes Periódicos para Amortização de Déficit Atuarial do RPPS - Receitas Intra Orçamentárias,955822.56
9111801110000000000,(R)Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,-44036.65
9111801410000000000,(R)Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal,-29266.77
9111802310000000000,(R)Imposto sobre Serviços de Qualquer Natureza - Principal,-12433.36
9112101110100000000,"Devolução de Receitas - Taxas de Licenção p/Func.Estab. Com., Industriais...",-3304.60
9112801110100000000,Dedução da Receita - Taxa de Fiscalização de Vigilância Sanitária - Principal,-4678.06
9132100110132000000,Deduções da Receita - Devolução de Remuneração de Aplicações de Recursos Convênios União- Educação,-1070.16
9132100110134000000,Deduções de Remuneração de Aplicações de Recursos Convênios União Outros,-181.83
9132100110163000000,Dedução da Receita - Aplicação Financeira de Recursos Vinculados Estado Saúde,-1888.27
9132100110299000000,Dedução da Receita de Aplicações Financeiras Não Vinculadas,-150230.03
9132100410100000000,Dedução de Remuneração dos Recursos do RPPS - Renda Fixa,-260742.62
9132100410200000000,Dedução de Remuneração dos Recursos do RPPS - Renda Variável,-3260516.81
9132100410300000000,Dedução  de Remuneração dos Recursos do RPPS - Fundo Imobiliário,-12456.81
9132100410400000000,Dedução de Remuneração de Recursos do RPPS - Aplicações no Exterior,-1710035.49
9161003110000000000,"Devoluções da Receita - Serviços de Registro, Certificação e Fiscalização - Principal",-23243.04
9171801210000000000,(R)Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,-8833208.86
9171801510000000000,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,-11387.02
9171806110000000000,Transferência Financeira do ICMS  Desoneração  L.C. Nº 87/96 - Principal,-137823.34
9172801110000000000,(R)Cota-Parte do ICMS - Principal,-13907199.16
9172801210000000000,(R)Cota-Parte do IPVA - Principal,-1702144.95
9172801310000000000,(R)Cota-Parte do IPI - Municípios - Principal,-194441.73
9241810910000000000,Deduções de Outras Transferências de Convênios da União - Principal,-74243.03
