contaCodigo,contaDescricao,valorOrcado
4161003110000000000,"Serviços de Registro, Certificação e Fiscalização - Principal",584745.00
4191006110000000000,Multas Administrativas por Danos Ambientais - Principal,113558.00
4132100110100000000,Remuneração de Depósitos Bancários - FUNDEB - 60%,7948.00
4761003110000000000,"Receitas Intra-Orçamentárias - Serviços de Registro, Certificação e Fiscalização - Principal",11485.00
4112201110000000000,Taxas pela Prestação de Serviços - Principal,15500.00
4199099110000000000,Outras Receitas - Primárias - Principal,8000.00
4242810910000000000,Outras Transferências de Convênio dos Estados - Principal,36000.00
4132100110100000000,Remuneração de Depósitos Bancários - FUNDEB - 60%,8000.00
4132100110200000000,Remuneração de Depósitos Bancários - FUNDEB - 40%,8000.00
4161001110100000000,Outros Serviços Administrativos,15500.00
4161003110100000000,Serviços de Inspeção e Fiscalização,606000.00
4132100110100000000,Remuneração de Depósitos Bancários - FUNDEB - 60%,732.00
4132100110600000000,Remuneração de Depósitos Bancários - MDE - PDDE,3135.00
4112101110000000000,"Taxas de Inspeção, Controle e Fiscalização - Principal",836.00
4131002110000000000,"Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos - Principal",6949.00
4161001110000000000,Serviços Administrativos e Comerciais Gerais - Principal,28474.00
4132100110200000000,Remuneração de Depósitos Bancários - FUNDEB - 40%,2090.00
4132100110400000000,Remuneração de Depósitos Bancários - MDE - PNATE,1568.00
4132100110500000000,Remuneração de Depósitos Bancários - MDE - PNAE,4180.00
4171810110000000000,Transferências de Convênios da União para o Sistema Único de Saúde  SUS - Principal,72000.00
4172810110000000000,Transferências de Convênio dos Estados para o Sistema Único de Saúde  SUS - Principal,72000.00
4199099110000000000,Outras Receitas - Primárias - Principal,15500.00
4241810910000000000,Outras Transferências de Convênios da União - Principal,34200.00
4242810910000000000,Outras Transferências de Convênio dos Estados - Principal,34200.00
4132100110100000000,Remuneração de Depósitos Bancários - FUNDEB - 60%,8000.00
4132100110200000000,Remuneração de Depósitos Bancários - FUNDEB - 40%,8000.00
4132100110300000000,Remuneração de Depósitos Bancários - MDE - Salário Educação,8000.00
4132100110400000000,Remuneração de Depósitos Bancários - MDE - PNATE,8000.00
4132100110500000000,Remuneração de Depósitos Bancários - MDE - PNAE,8000.00
4163001110100000000,Serviços de Atendimento à Saúde - DPVAT,8000.00
4163001110200000000,Serviços de Atendimento à Saúde - Procedimentos Particulares,15500.00
4163001110300000000,Serviços de Atendimento à Saúde - SUS,15500.00
4163001110400000000,Serviços de Atendimento à Saúde - MAC,15500.00
4163001110500000000,Serviços de Atendimento à Saúde - Serviços Ambulatoriais,72000.00
4163001110600000000,Serviços de Atendimento à Saúde - Outros Serviços de Saúde,15500.00
4171810310000000000,Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,36000.00
4172810910000000000,Outras Transferências de Convênio dos Estados - Principal,36000.00
4199099110000000000,Outras Receitas - Primárias - Principal,18000.00
4241810910000000000,Outras Transferências de Convênios da União - Principal,36000.00
4132100110100000000,Remuneração de Depósitos Bancários - FUNDEB - 60%,12000.00
4132100110200000000,Remuneração de Depósitos Bancários - FUNDEB - 40%,12000.00
4132100110300000000,Remuneração de Depósitos Bancários - MDE - Salário Educação,12000.00
4132100110400000000,Remuneração de Depósitos Bancários - MDE - PNATE,12000.00
4132100110500000000,Remuneração de Depósitos Bancários - MDE - PNAE,12000.00
4132100110600000000,Remuneração de Depósitos Bancários - MDE - PDDE,12000.00
4171804110100000000,Piso Básico Fixo - CRAS,144000.00
4171804110200000000,Piso de Transição de Média Complexidade,10956.00
4171804110300000000,Índice de Gestão Descebtralizada - IGD BOLSA FAMÍLIA,50400.00
4171804110400000000,Piso Variável de Média Complexidade - PETI,18000.00
4171804110500000000,Piso Fixo de Média Complexidade - CREAS,96000.00
4171804110600000000,Piso Fixo de Média Complexidade - Medidas Socioducativas,52800.00
4171804110700000000,Índice de Gestão Descentralizada - IGDSUAS,9979.00
4171804110800000000,Programa do Acesso ao Mundo do Trabalho - ACESSUAS,130270.00
