contaCodigo,contaDescricao,valorOrcado
4132101110206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,30000.00
4161103010000000000,"Serviços de registro, certificação e fiscalização - Principal",1474000.00
4191106110000000000,Multas administrativas por danos ambientais - Principal,200000.00
4241499010000000000,Outras transferências de convênios da união e de suas entidades - Principal,500.00
4242299010000000000,Outras transferências de convênios dos estados e df e de suas entidades - Principal,500.00
4112201019900000000,Outras Taxas pela Prestação de Serviços,5000.00
4132101110206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,20000.00
4161101010100000000,Serviços Administrativos e Comerciais Gerais PM Bombeiros,2000000.00
4199999110000000000,Outras receitas administradas pela rfb - Principal,1000.00
4131199010000000000,Outras Receitas Imobiliárias - Principal,45000.00
4132101110206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,1000.00
4132101110299000000,Remuneração de Aplicações de Recursos não Vinculados,1000.00
4171799010000000000,Outras transferências de convênios da união e de suas entidades - Principal,500.00
4172499010000000000,Outras transferências de convênios dos estados e df e de suas entidades - Principal,500.00
4241499010000000000,Outras transferências de convênios da união e de suas entidades - Principal,500.00
4242299010000000000,Outras transferências de convênios dos estados e df e de suas entidades - Principal,500.00
4112101010100000000,"Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços",1000.00
4132101110206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,1000.00
4172499010000000000,Outras transferências de convênios dos estados e df e de suas entidades - Principal,500.00
4174199010000000000,Outras transferências de instituições privadas - Principal,34500.00
4241499010000000000,Outras transferências de convênios da união e de suas entidades - Principal,500.00
4132101110163000000,Aplicação Financeira de Recursos Vinculados Estado Saúde,5000.00
4132101110206000000,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,5000.00
4172450010000000000,Transferências de convênios dos estados e df para o sistema único de saúde - SUS - Principal,5000.00
4132101110135000000,Remuneração de Aplicações de Recursos do SUAS/União,20800.00
4132101110165000000,Remuneração de Aplicações de Recursos do SUAS/Estado,10000.00
4171650010118000000,Transferências de Recursos do Fundo Nacional de Assistência Social,200000.00
4171650010200000000,Transferências do Bloco da Proteção Social Especial,195000.00
4171650010300000000,Transferências do Bloco da Gestão do SUAS,20000.00
4171650010400000000,Transferências do Bloco da Gestão do Bolsa Família e do Cadastro Único,115000.00
4172951010100000000,Transferências SUAS Estado - Beneficios Eventuais,176200.00
4172951010200000000,Transferências SUAS Estado - Custeio do Abrigo Municipal,190000.00
4172951010300000000,Transferências SUAS Estado - CRAS Custeio,190000.00
4172951010400000000,Transferências SUAS Estado - CREAS Custeio,8000.00
4131102110000000000,"Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos - Geral - Principal",150000.00
4132101110110000000,Remuneração de Aplicações de Recursos Convênio Polícia Militar,10000.00
4132101110111000000,Remuneração de Aplicações de Recursos Convênio Polícia Civil,10000.00
4132101110112000000,Remuneração de Aplicações de Recursos Convênio Trânsito Prefeitura,20000.00
4132101110299000000,Remuneração de Aplicações de Recursos não Vinculados,10000.00
4162102010000000000,Serviços de transporte de passageiros ou mercadorias - Principal,1149000.00
4191101011000000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,590000.00
4191101011100000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,590000.00
4191101011200000000,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,1980000.00
4199999110000000000,Outras receitas administradas pela rfb - Principal,10000.00
4171350110100000000,Recurso Piso de Atenção Básica - PAB Fixo - Federal,7000000.00
4112150010100000000,Taxa de fiscalização de vigilância sanitária - Principal,800000.00
4171350110200000000,Recurso Estratégia Saúde da Família - Federal,2800000.00
4171350110300000000,Atenção Básica - Agentes Comunitários de Saúde,2817000.00
4171350110400000000,Recurso Estratégia Saúde Bucal - Federal,500000.00
4171350110500000000,Recurso do Núcleo de Apoio á Saúde da Família - NASF - Federal,1390000.00
4171350110600000000,Recurso Centro de Atendimento Psicossocial - CAPS,4500000.00
4171350110700000000,Centro de Especialidades Odontológicas - CEO - Federal,380000.00
4171350110800000000,Programa de Melhoria do Acesso e da Qualidade - PMAQ,700000.00
4171350110900000000,FAEC - Redução das filas de cirurgias (ELETIVAS),700000.00
4172350010100000000,Recursos Piso de Atenção Básica - PAB - Estadual,600000.00
4172350010200000000,Recurso Estratégia Saúde da Família - Estadual,600000.00
4172350010300000000,Recuso Estratégia Saúde Bucal - Estadual,300000.00
4241150110000000000,Transferências de recursos do bloco de manutenção das ações e serviços públicos de saúde - atenção primária - Principal,462000.00
4242250010000000000,Transferências de convênios dos estados para o sistema único de saúde - SUS - Principal,500.00
4132101110138010000,Aplicação Financeira Bloco Atenção Básica,50000.00
4132101110138020000,Aplicação Financeira Bloco Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,25000.00
4132101110138030000,Aplicação Financeira Bloco Vigilância em Saúde,10000.00
4132101110138050000,Aplicação Financeira Bloco Gestão do SUS,10000.00
4132101110138060000,Aplicação SUS Complementação Pagamentos aos Enfermeiros,4000.00
4132101110109000000,Remuneração de Aplicações de Recursos FIA Imposto de Renda,5000.00
4132101110299000000,Remuneração de Aplicações de Recursos não Vinculados,1000.00
4174199010000000000,Outras transferências de instituições privadas - Principal,500000.00
4179199010000000000,Outras transferências de pessoas físicas - Principal,3000.00
4132101110107000000,Remuneração de Aplicações de Recursos CIDE,12000.00
4132101110108000000,Remuneração de Aplicações de Recursos COSIP,100000.00
4111250010000000000,Imposto sobre a propriedade predial e territorial urbana - Principal,31692500.00
4111250020000000000,Imposto sobre a propriedade predial e territorial urbana - Multas e Juros,500000.00
4111250030000000000,Imposto sobre a propriedade predial e territorial urbana - Dívida Ativa,6000000.00
4111250040000000000,Imposto sobre a propriedade predial e territorial urbana - Dívida Ativa - Multas e Juros,2500000.00
4111253010000000000,"impostos sobre transmissão ""inter vivos"" de bens imóveis e de direitos reais sobre imóveis - Principal",30000000.00
4111253020000000000,"impostos sobre transmissão ""inter vivos"" de bens imóveis e de direitos reais sobre imóveis - Multas e Juros",142000.00
4111253030000000000,"impostos sobre transmissão ""inter vivos"" de bens imóveis e de direitos reais sobre imóveis - Dívida Ativa",100000.00
4111253040000000000,"impostos sobre transmissão ""inter vivos"" de bens imóveis e de direitos reais sobre imóveis - Dívida Ativa - Multas e Juros",1950.00
4111303110000000000,Imposto sobre a renda - retido na fonte - trabalho - Principal,25500000.00
4111303410000000000,Imposto sobre a renda - retido na fonte - outros rendimentos - Principal,10000000.00
4111451110000000000,Imposto sobre serviços de qualquer natureza - issqn - Principal,108616800.00
4111451120000000000,Imposto sobre serviços de qualquer natureza - issqn - Multas e Juros,500000.00
4111451130000000000,Imposto sobre serviços de qualquer natureza - issqn - Dívida Ativa,800000.00
4111451140000000000,Imposto sobre serviços de qualquer natureza - issqn - Dívida Ativa - Multas e Juros,200000.00
4112101010100000000,"Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços",4800000.00
4112101010200000000,Taxa de Licença para Execução de Obras,1000000.00
4112101010300000000,Taxas de Fiscalizalização de Ocupação e Permanencia Publica,5000.00
4112101010300000000,Taxas de Fiscalizalização de Ocupação e Permanencia Publica,2000000.00
4112101010400000000,"Taxas de Fiscalização de Temporada, Eventual e Ambulante",5000.00
4112101010500000000,Taxas de Fiscalização de Anúncios,5000.00
4112101020000000000,"Taxas de inspeção, controle e fiscalização - Multas e Juros",5000.00
4112101030000000000,"Taxas de inspeção, controle e fiscalização - Dívida Ativa",5000.00
4112101040000000000,"Taxas de inspeção, controle e fiscalização - Dívida Ativa - Multas e Juros",5000.00
4112201010100000000,Taxas pela Prestação de Serviços - Expediente,500000.00
4112201010400000000,Taxa pela Prestação de Serviços de Resíduos Sólidos,16000000.00
4112201019900000000,Outras Taxas pela Prestação de Serviços,250000.00
4113153010000000000,Contribuição de melhoria para pavimentação e obras complementares - Principal,5000.00
4124150010000000000,Contribuição para o custeio do serviço de iluminação pública - Principal,9200000.00
4161101010300000000,"Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de Água",43699500.00
4171151110000000000,Cota-parte do fundo de participação dos municípios - cota mensal - Principal,75000000.00
4171151210000000000,Cota-parte do fundo de participação dos municípios - cotas extraordinárias - Principal,7000000.00
4171152010000000000,Cota-parte do imposto sobre a propriedade territorial rural - Principal,50000.00
4171155010000000000,"Cota-parte do imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários - comercialização do ouro - Principal",200000.00
4171252410000000000,Cota-parte do fundo especial do petróleo - fep - Principal,999500.00
4171450010000000000,Transferências do salário-educação - Principal,10900000.00
4171452010000000000,Transferências referentes ao programa nacional de alimentação escolar - pnae - Principal,2150000.00
4171453010000000000,Transferências referentes ao programa nacional de apoio ao transporte do escolar - pnate - Principal,64000.00
4171550010000000000,Transferências de recursos de complementação da união ao FUNDEB - vaat - Principal,4000.00
4171552010000000000,Transferências de recursos de complementação da união ao FUNDEB - vaar - Principal,1000.00
4171751010000000000,Transferências de convênios da união destinadas a programas de educação - Principal,91000.00
4171799010000000000,Outras transferências de convênios da união e de suas entidades - Principal,83500.00
4171999010000000000,Outras transferências de recursos da união e de suas entidades - Principal,1500000.00
4172150010000000000,Cota-parte do ICMS - Principal,160000000.00
4172151010000000000,Cota-parte do IPVA - Principal,16000000.00
4172152010000000000,Cota-parte do IPI - municípios - Principal,1200000.00
4172153010000000000,Cota-parte da contribuição de intervenção no domínio econômico - Principal,291000.00
4172451010000000000,Transferências de convênios dos estados destinadas a programas de educação - Principal,1152500.00
4172499010000000000,Outras transferências de convênios dos estados e df e de suas entidades - Principal,83000.00
4175150010000000000,Transferências de recursos do fundo de manutenção e desenvolvimento da educação básica e de valorização dos profissionais da educação - FUNDEB - Principal,21761000.00
4175150010000000000,Transferências de recursos do fundo de manutenção e desenvolvimento da educação básica e de valorização dos profissionais da educação - FUNDEB - Principal,163700000.00
4191104010000000000,Multas previstas na legislação sobre defesa dos direitos difusos - Principal,50000.00
4192299010000000000,Outras restituições - Principal,30000.00
4199912210000000000,Ônus de Sucumbência - Principal,1300000.00
4199999110000000000,Outras receitas administradas pela rfb - Principal,1000000.00
4211999010000000000,Outras operações de crédito - mercado interno - Principal,50000000.00
4221301010000000000,Alienação de bens móveis e semoventes - Principal,1000.00
4241451010000000000,Transferências de convênios da união destinadas a programas de educação - Principal,369000.00
4241499010000000000,Outras transferências de convênios da união e de suas entidades - Principal,511000.00
4242299010000000000,Outras transferências de convênios dos estados e df e de suas entidades - Principal,20000.00
4242999010100000000,Emendas Parlamentares Impositivas - Transferências de Capital do Estado,4500.00
4761101010300000000,"Receitas Intra-Orçamentárias/Serviços de Captação,Adução,Tratamento...",100000.00
9171151110000000004,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - FUNDEB,15000000.00
9171152010000000004,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - FUNDEB,10000.00
9172150010000000004,Cota-Parte do ICMS - Principal - FUNDEB,32000000.00
9172151010000000004,Cota-Parte do IPVA - Principal - FUNDEB,3200000.00
9172152010000000004,Cota-Parte do IPI - Municípios - Principal - FUNDEB,240000.00
4132101110118000000,Remuneração de Aplicações de Recursos FUNDEB,500000.00
4132101110132000000,Remuneração de Aplicações de Recursos Convênios União Educação,1000.00
4132101110134000000,Remuneração de Aplicações de Recursos Convênios União Outros,10000.00
4132101210000000000,Remuneração de Depósitos Bancários - Salário-Educação - Principal,100000.00
4132101110137010000,Remuneração de Aplicações de Recursos PNATE,1000.00
4132101110137020000,Remuneração de Aplicações de Recursos PNAE,50000.00
4132101110162000000,Remuneração de Aplicações de Recursos Convênios Estado Educação,1000.00
4132101110164000000,Remuneração de Aplicações de Recursos Convênios Estado Outros,10000.00
4132101110204000000,Remuneração de Aplicações de Recursos SESAN,100000.00
4132101110299000000,Remuneração de Aplicações de Recursos não Vinculados,9000000.00
4121501110000000000,Contribuição do servidor civil ativo - Principal,30000000.00
4121501210000000000,Contribuição do servidor civil inativo - Principal,300000.00
4121501310000000000,Contribuição do servidor civil - pensionistas - Principal,30000.00
4132101110299000000,Remuneração de Aplicações de Recursos não Vinculados,400000.00
4132104010166000000,Remuneração dos Recursos do RPPS - Renda Fixa,3000000.00
4132104010230000000,Remuneração dos Recursos do RPPS - Renda Variavel,2000000.00
4132104010304000000,Remuneração dos Recursos do RPPS - Fundo Imobiliário,100000.00
4132104010411000000,Remuneração de Recursos do RPPS - Aplicação no Exterior,100000.00
4199903010000000000,Compensações financeiras entre os regimes de previdência - Principal,2170000.00
4721502110000000000,Contribuição patronal - servidor civil ativo - Principal,29877250.00
4721550110000000000,Contribuição patronal - servidor civil - inativo - Principal,1000000.00
4721550210000000000,Contribuição patronal - servidor civil - pensionistas - Principal,300000.00
